uid,domainID,siteID,namedLocation,collectDate,sampleID,sampleCode,sampleCondition,laboratoryName,analysisDate,analyzedBy,sampleType,replicate,sampleVolumeFiltered,filterSize,percentFilterAnalyzed,dilutionFactor,solventVolume,responseFactor,acidificationResponseFactor,fluorometerSensitivitySetting,preAcidificationFluorescence,postAcidificationFluorescence,analyte,analyteConcentration,plantAlgaeLabUnits,testMethod,method,acidTreatment,externalRemarks,externalLabDataQF,publicationDate,release
7e35c0f8-0223-4f28-ac1b-992c2313361b,D05,LIRO,LIRO.AOS.littoral1,2018-05-17,LIRO.20180517.PHYTOPLANKTON.2.CHL/PHEO.1,A00000007779,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,230,25,100,,,,,,,,chlorophyll a,2.93,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
e934b72d-ad56-4cbe-9a82-ea0120d63f77,D05,LIRO,LIRO.AOS.riparian.point.02,2018-05-17,LIRO.20180517.EPIXYLON.2.CHL/PHEO.1,A00000007778,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,6,25,100,,,,,,,,total chlorophyll a,289.15,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
9dc2778b-f3f4-4c4a-a0e9-3223b1536e5f,D05,LIRO,LIRO.AOS.riparian.point.04,2018-05-17,LIRO.20180517.EPIXYLON.4.REP2.CHL/PHEO.2,A00000007787,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,2,5,25,100,,,,,,,,chlorophyll a,204.14,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
d332ced9-10ed-4b5b-94f1-c25e83dcc767,D05,LIRO,LIRO.AOS.riparian.point.10,2018-05-17,LIRO.20180517.EPIXYLON.10.CHL/PHEO.1,A00000007768,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,6,25,100,,,,,,,,total chlorophyll a,156.4,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
66286b7f-cec7-4c76-afe0-d05ff974b702,D05,LIRO,LIRO.AOS.littoral1,2018-05-17,LIRO.20180517.PHYTOPLANKTON.2.CHL/PHEO.1,A00000007779,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,230,25,100,,,,,,,,pheophytin,0.66,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
ac7e721d-c8b8-43df-945d-b58decc70ada,D05,LIRO,LIRO.AOS.riparian.point.04,2018-05-17,LIRO.20180517.EPIXYLON.4.CHL/PHEO.1,A00000007786,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,5,25,100,,,,,,,,chlorophyll a,196.96,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
a5b322e6-9db8-4b19-9eac-781635903100,D05,LIRO,LIRO.AOS.littoral2,2018-05-17,LIRO.20180517.PHYTOPLANKTON.3.CHL/PHEO.1,A00000007782,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,250,25,100,,,,,,,,pheophytin,0.33,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
697dc1e6-9365-456c-92c6-09f50b07bdc4,D05,LIRO,LIRO.AOS.riparian.point.08,2018-05-17,LIRO.20180517.EPIXYLON.8.CHL/PHEO.1,A00000007769,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,6,25,100,,,,,,,,pheophytin,82.75,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
b1c0964d-b46c-4cdc-969e-9b9839f1b80b,D05,LIRO,LIRO.AOS.riparian.point.04,2018-05-17,LIRO.20180517.EPIXYLON.4.CHL/PHEO.1,A00000007786,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,5,25,100,,,,,,,,total chlorophyll a,226.26,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
875831cb-553b-4904-8612-18b2375e4d77,D05,LIRO,LIRO.AOS.riparian.point.08,2018-05-17,LIRO.20180517.EPIXYLON.8.CHL/PHEO.1,A00000007769,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,6,25,100,,,,,,,,chlorophyll a,224.07,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
9298be71-bdb0-4dcb-889b-ce30e70d5ebe,D05,LIRO,LIRO.AOS.riparian.point.08,2018-05-17,LIRO.20180517.EPIXYLON.8.CHL/PHEO.1,A00000007769,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,6,25,100,,,,,,,,total chlorophyll a,278.94,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
fd100714-b8d0-47e4-81f2-3d19ce328ee4,D05,LIRO,LIRO.AOS.riparian.point.02,2018-05-17,LIRO.20180517.EPIXYLON.2.CHL/PHEO.1,A00000007778,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,6,25,100,,,,,,,,pheophytin,41.1,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
4ae0a8c6-bc61-45cc-b341-7007de181cef,D05,LIRO,LIRO.AOS.riparian.point.04,2018-05-17,LIRO.20180517.EPIXYLON.4.REP2.CHL/PHEO.2,A00000007787,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,2,5,25,100,,,,,,,,total chlorophyll a,234.52,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
c50ac757-368d-4c7b-bfc0-f33a194024a7,D05,LIRO,LIRO.AOS.riparian.point.06,2018-05-17,LIRO.20180517.EPIXYLON.6.CHL/PHEO.1,A00000007773,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,6,25,100,,,,,,,,pheophytin,29.46,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
83573797-88ea-4313-9366-601c7dc39f93,D05,LIRO,LIRO.AOS.riparian.point.10,2018-05-17,LIRO.20180517.EPIXYLON.10.CHL/PHEO.1,A00000007768,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,6,25,100,,,,,,,,chlorophyll a,130.28,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
261c3ef3-bdd0-4c13-91a0-52180a9f6ecf,D05,LIRO,LIRO.AOS.buoy.c0,2018-05-17,LIRO.20180517.PHYTOPLANKTON.1.CHL/PHEO.1,A00000007796,condition ok,EcoAnalysts Inc.,2018-05-24,5SD3v6V9C763w1YKG/y7EA==,chlorophyll/pheophytin,1,230,25,100,,,,,,,,total chlorophyll a,6.69,microgramsPerLiter,ECOANALYSTS_algalChlorophyll_V2,"","",,,20211222T041802Z,RELEASE-2022
fbd82d57-b8e3-43e7-80ad-71bd576ef98b,D05,LIRO,LIRO.AOS.riparian.point.08,2018-07-23,LIRO.20180723.EPIXYLON.8.P.1,A00000007499,condition ok,SIRFER Lab at University of Utah,2019-01-15,a1rVWpE0V4zMCUk591/P0Q==,P,1,6,25,100,,,,,,,,phosphorus,142.72,microgramsPerLiter,ICPMetalsLab_P_V1.2,Ivanov et al 2012,"",,,20211222T031340Z,RELEASE-2022
dddec09f-8aaf-47c5-8cf4-744199e98037,D05,LIRO,LIRO.AOS.riparian.point.10,2018-07-23,LIRO.20180723.EPIXYLON.10.P.1,A00000007503,condition ok,SIRFER Lab at University of Utah,2019-01-15,a1rVWpE0V4zMCUk591/P0Q==,P,1,6,25,100,,,,,,,,phosphorus,530.98,microgramsPerLiter,ICPMetalsLab_P_V1.2,Ivanov et al 2012,"",,,20211222T031340Z,RELEASE-2022
5d872312-6d4c-46fe-a3b2-38ad15a8d694,D05,LIRO,LIRO.AOS.littoral1,2018-07-23,LIRO.20180723.PHYTOPLANKTON.2.P.1,A00000007521,condition ok,SIRFER Lab at University of Utah,2019-01-15,a1rVWpE0V4zMCUk591/P0Q==,P,1,350,25,100,,,,,,,,phosphorus,3.17,microgramsPerLiter,ICPMetalsLab_P_V1.2,Ivanov et al 2012,"",,,20211222T031340Z,RELEASE-2022
0863015c-0f97-4b77-9d8a-93e100ebf635,D05,LIRO,LIRO.AOS.riparian.point.04,2018-07-23,LIRO.20180723.EPIXYLON.4.P.1,A00000007509,condition ok,SIRFER Lab at University of Utah,2019-01-15,a1rVWpE0V4zMCUk591/P0Q==,P,1,6,25,100,,,,,,,,phosphorus,409.28,microgramsPerLiter,ICPMetalsLab_P_V1.2,Ivanov et al 2012,"",,,20211222T031340Z,RELEASE-2022
6cb12e27-d7c7-46ec-9968-1d3ed2ad6bc4,D05,LIRO,LIRO.AOS.littoral2,2018-07-23,LIRO.20180723.PHYTOPLANKTON.3.P.1,A00000007517,condition ok,SIRFER Lab at University of Utah,2019-01-15,a1rVWpE0V4zMCUk591/P0Q==,P,1,300,25,100,,,,,,,,phosphorus,1.7,microgramsPerLiter,ICPMetalsLab_P_V1.2,Ivanov et al 2012,"",,,20211222T031340Z,RELEASE-2022
11adaf9a-e29c-43d2-bddb-dc5ffd4261e7,D05,LIRO,LIRO.AOS.riparian.point.02,2018-07-23,LIRO.20180723.EPIXYLON.2.P.1,A00000007513,condition ok,SIRFER Lab at University of Utah,2019-01-15,a1rVWpE0V4zMCUk591/P0Q==,P,1,6,25,100,,,,,,,,phosphorus,8206.19,microgramsPerLiter,ICPMetalsLab_P_V1.2,Ivanov et al 2012,"",,,20211222T031340Z,RELEASE-2022
19e4e39d-f608-4f9e-ab88-4ea40c8ec4a5,D05,LIRO,LIRO.AOS.riparian.point.06,2018-07-23,LIRO.20180723.EPIXYLON.6.P.1,A00000007491,condition ok,SIRFER Lab at University of Utah,2019-01-15,a1rVWpE0V4zMCUk591/P0Q==,P,1,4,25,100,,,,,,,,phosphorus,404.04,microgramsPerLiter,ICPMetalsLab_P_V1.2,Ivanov et al 2012,"",,,20211222T031340Z,RELEASE-2022
5caf88b7-4e6c-45eb-ac2f-565998eb6685,D05,LIRO,LIRO.AOS.buoy.c0,2018-07-23,LIRO.20180723.PHYTOPLANKTON.1.P.1,A00000007538,condition ok,SIRFER Lab at University of Utah,2019-01-15,a1rVWpE0V4zMCUk591/P0Q==,P,1,250,25,100,,,,,,,,phosphorus,8.55,microgramsPerLiter,ICPMetalsLab_P_V1.2,Ivanov et al 2012,"",,,20211222T031340Z,RELEASE-2022
e0a46ab3-67d9-4d54-99de-17faa1e933bd,D05,LIRO,LIRO.AOS.buoy.c0,2018-07-23,LIRO.20180723.PHYTOPLANKTON.1.CNSA.1,A00000007536,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,250,25,100,,,,,,,,d15N,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
3dda982e-1d84-467d-af4e-c8ce56867df7,D05,LIRO,LIRO.AOS.littoral2,2018-07-23,LIRO.20180723.PHYTOPLANKTON.3.CNSA.1,A00000007519,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,300,25,100,,,,,,,,d15N,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
f29b47bf-f0e5-4bc0-83ea-b3f49fc20475,D05,LIRO,LIRO.AOS.riparian.point.02,2018-07-23,LIRO.20180723.EPIXYLON.2.CNSA.1,A00000007515,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,sulfur,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012b,"",,,20211222T031340Z,RELEASE-2022
20635655-58bb-46ce-8e82-340d8de404eb,D05,LIRO,LIRO.AOS.riparian.point.04,2018-07-23,LIRO.20180723.EPIXYLON.4.CNSA.1,A00000007511,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,carbon,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
fef50bf4-0d7e-442d-a4f7-53c27bcbbff2,D05,LIRO,LIRO.AOS.riparian.point.02,2018-07-23,LIRO.20180723.EPIXYLON.2.CNSA.1,A00000007515,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,d34S,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012b,"",,,20211222T031340Z,RELEASE-2022
1c36fdd9-b9ef-43a1-9e32-86eafd483c94,D05,LIRO,LIRO.AOS.riparian.point.06,2018-07-23,LIRO.20180723.EPIXYLON.6.CNSA.1,A00000007507,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,d34S,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012b,"",,,20211222T031340Z,RELEASE-2022
895270f2-d324-4f4d-afc1-74de62eda5ce,D05,LIRO,LIRO.AOS.buoy.c0,2018-07-23,LIRO.20180723.PHYTOPLANKTON.1.CNSA.1,A00000007536,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,250,25,100,,,,,,,,carbon,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
b8d67b55-451b-426b-a520-8ab6f06c8bdf,D05,LIRO,LIRO.AOS.littoral1,2018-07-23,LIRO.20180723.PHYTOPLANKTON.2.CNSA.1,A00000007539,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,350,25,100,,,,,,,,sulfur,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012b,"",,,20211222T031340Z,RELEASE-2022
d62675c6-785a-46e9-8089-b59bf10dbdc1,D05,LIRO,LIRO.AOS.riparian.point.02,2018-07-23,LIRO.20180723.EPIXYLON.2.CNSA.1,A00000007515,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,d15N,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
8d449953-6039-42e0-953f-e80b19e37029,D05,LIRO,LIRO.AOS.buoy.c0,2018-07-23,LIRO.20180723.PHYTOPLANKTON.1.CNSA.1,A00000007536,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,250,25,100,,,,,,,,d13C,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
7f3f341e-eaf4-42df-b9db-b9400dbde9e9,D05,LIRO,LIRO.AOS.riparian.point.06,2018-07-23,LIRO.20180723.EPIXYLON.6.CNSA.1,A00000007507,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,carbon,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
8c8422e1-e545-4801-b956-7e90285dc8b1,D05,LIRO,LIRO.AOS.riparian.point.10,2018-07-23,LIRO.20180723.EPIXYLON.10.CNSA.1,A00000007501,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,d34S,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012b,"",,,20211222T031340Z,RELEASE-2022
5802e579-1c2c-4349-81fd-40a72362d02a,D05,LIRO,LIRO.AOS.riparian.point.02,2018-07-23,LIRO.20180723.EPIXYLON.2.CNSA.1,A00000007515,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,d13C,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
627287cd-ae89-4df4-8d77-ae96d7377536,D05,LIRO,LIRO.AOS.riparian.point.08,2018-07-23,LIRO.20180723.EPIXYLON.8.CNSA.1,A00000007497,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,sulfur,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012b,"",,,20211222T031340Z,RELEASE-2022
cd15c046-7f7f-422c-912b-d82cb15ef04a,D05,LIRO,LIRO.AOS.riparian.point.10,2018-07-23,LIRO.20180723.EPIXYLON.10.CNSA.1,A00000007501,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,sulfur,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012b,"",,,20211222T031340Z,RELEASE-2022
e99e31f1-2c11-41a3-a7da-867eaebc8e98,D05,LIRO,LIRO.AOS.riparian.point.04,2018-07-23,LIRO.20180723.EPIXYLON.4.CNSA.1,A00000007511,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,nitrogen,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
7e100714-2cb1-48cc-aac8-0a1f4710d62a,D05,LIRO,LIRO.AOS.littoral1,2018-07-23,LIRO.20180723.PHYTOPLANKTON.2.CNSA.1,A00000007539,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,350,25,100,,,,,,,,d13C,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
efc831b7-485f-47d1-bba4-e5a0cda8cd89,D05,LIRO,LIRO.AOS.riparian.point.06,2018-07-23,LIRO.20180723.EPIXYLON.6.CNSA.1,A00000007507,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,d15N,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
efa3b110-93cb-4e77-8158-fe759e56c245,D05,LIRO,LIRO.AOS.littoral2,2018-07-23,LIRO.20180723.PHYTOPLANKTON.3.CNSA.1,A00000007519,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,300,25,100,,,,,,,,carbon,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
247681b0-f1a1-49dd-85f5-29e62dd4b6a7,D05,LIRO,LIRO.AOS.riparian.point.08,2018-07-23,LIRO.20180723.EPIXYLON.8.CNSA.1,A00000007497,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,d15N,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
04e0b546-7f39-4ebc-b7ef-a5586c6c751d,D05,LIRO,LIRO.AOS.littoral1,2018-07-23,LIRO.20180723.PHYTOPLANKTON.2.CNSA.1,A00000007539,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,350,25,100,,,,,,,,d34S,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012b,"",,,20211222T031340Z,RELEASE-2022
2ce02eef-a40a-4019-95ec-348cf3714a0e,D05,LIRO,LIRO.AOS.buoy.c0,2018-07-23,LIRO.20180723.PHYTOPLANKTON.1.CNSA.1,A00000007536,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,250,25,100,,,,,,,,d34S,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012b,"",,,20211222T031340Z,RELEASE-2022
748ee7bd-570d-46be-9a33-b9cf9e56c0cb,D05,LIRO,LIRO.AOS.riparian.point.02,2018-07-23,LIRO.20180723.EPIXYLON.2.CNSA.1,A00000007515,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,nitrogen,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
8082d7f6-59ba-44b4-b924-4198e28cf4a8,D05,LIRO,LIRO.AOS.riparian.point.08,2018-07-23,LIRO.20180723.EPIXYLON.8.CNSA.1,A00000007497,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,nitrogen,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
275ba311-f648-4f43-966a-c615d0a33f04,D05,LIRO,LIRO.AOS.riparian.point.10,2018-07-23,LIRO.20180723.EPIXYLON.10.CNSA.1,A00000007501,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,nitrogen,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
a82c4fad-8c52-4eb7-8620-f1536acda679,D05,LIRO,LIRO.AOS.riparian.point.02,2018-07-23,LIRO.20180723.EPIXYLON.2.CNSA.1,A00000007515,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,carbon,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
34509f0d-4fa7-442f-aa54-42c8226fcbab,D05,LIRO,LIRO.AOS.riparian.point.10,2018-07-23,LIRO.20180723.EPIXYLON.10.CNSA.1,A00000007501,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,carbon,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
848bc9fc-12da-4ba4-a848-533c71dbe7a7,D05,LIRO,LIRO.AOS.littoral2,2018-07-23,LIRO.20180723.PHYTOPLANKTON.3.CNSA.1,A00000007519,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,300,25,100,,,,,,,,d13C,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
841ab540-3e52-4601-acda-8cf4a3f50620,D05,LIRO,LIRO.AOS.littoral1,2018-07-23,LIRO.20180723.PHYTOPLANKTON.2.CNSA.1,A00000007539,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,350,25,100,,,,,,,,d15N,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
4c5948e0-baa0-47cf-94fc-b71521cbef6d,D05,LIRO,LIRO.AOS.riparian.point.08,2018-07-23,LIRO.20180723.EPIXYLON.8.CNSA.1,A00000007497,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,d13C,,perMill,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
b2df3169-5fd0-4f6b-b6cb-cd40cc4bc803,D05,LIRO,LIRO.AOS.riparian.point.04,2018-07-23,LIRO.20180723.EPIXYLON.4.CNSA.1,A00000007511,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,sulfur,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012b,"",,,20211222T031340Z,RELEASE-2022
706118d6-d55e-492b-96ce-66a98b2ef000,D05,LIRO,LIRO.AOS.littoral1,2018-07-23,LIRO.20180723.PHYTOPLANKTON.2.CNSA.1,A00000007539,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,350,25,100,,,,,,,,carbon,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,N,,,20211222T031340Z,RELEASE-2022
5478456f-ab2c-4de8-8fd8-2752cee7c8f3,D05,LIRO,LIRO.AOS.littoral2,2018-07-23,LIRO.20180723.PHYTOPLANKTON.3.CNSA.1,A00000007519,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,300,25,100,,,,,,,,nitrogen,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
6448e882-d058-42ed-983c-4e4f58448df5,D05,LIRO,LIRO.AOS.littoral2,2018-07-23,LIRO.20180723.PHYTOPLANKTON.3.CNSA.1,A00000007519,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,300,25,100,,,,,,,,sulfur,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012b,"",,,20211222T031340Z,RELEASE-2022
ab023e7d-d956-42ff-9225-9d5a4c706d31,D05,LIRO,LIRO.AOS.riparian.point.06,2018-07-23,LIRO.20180723.EPIXYLON.6.CNSA.1,A00000007507,condition ok,SIRFER Lab at University of Utah,2018-11-26,ElFtGy1kV49xqNP00HfxQA==,CNS,1,6,25,100,,,,,,,,nitrogen,,microgramsPerLiter,SIRFER_algalPlantChem_isotopes_V1,Revesz & Coplen 2012a,"",,,20211222T031340Z,RELEASE-2022
