uid,startDate,endDate,analyte,sampleType,instrument,testMethod,method,qaReferenceID,standardReferenceKnownValue,standardReferenceMeasuredMean,analyteAccuracy,analyteStandardDeviation,analyteMetricsCount,laboratoryName,labSpecificStartDate,labSpecificEndDate,publicationDate
d4c92fa7-5102-4a49-98b6-0f099746b15b,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.83,-0.02,0.38,,SIRFER Lab at University of Utah,2019-11-01,2019-11-04,20211222T042143Z
1b9dba31-f161-4a38-ace9-76e5f604dc7d,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.57,0.24,0.31,,SIRFER Lab at University of Utah,2019-07-26,2019-07-31,20211222T042143Z
9787644a-3035-4303-a6d6-a33b7b11e74d,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.06,,SIRFER Lab at University of Utah,2020-01-10,2020-01-18,20211222T042143Z
4eb8eb64-39e2-4442-9d05-0df59a67cc8d,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.37,-0.03,0.19,,SIRFER Lab at University of Utah,2019-09-09,2019-09-13,20211222T042143Z
3fecb750-083f-4368-8565-0109ec1423c9,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-5,3.1,3.26,-0.16,0.24,,SIRFER Lab at University of Utah,2019-04-22,2019-06-24,20211222T042143Z
8b871acf-77e5-431b-9da7-8fc73f829c68,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.51,0.01,0.14,,SIRFER Lab at University of Utah,2019-08-20,2019-09-23,20211222T042143Z
5ff91a31-1ab1-48a3-9f03-db8d292c59c3,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-5,3.1,3.3,-0.2,0.17,,SIRFER Lab at University of Utah,2019-04-17,2019-06-08,20211222T042143Z
41782dae-64b1-41f8-9f43-b0d3ce1aca51,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.33,-0.07,0.22,,SIRFER Lab at University of Utah,2019-11-25,2019-12-03,20211222T042143Z
06d719b0-5dca-473d-8449-38bdfa3fb188,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.5,0.21,0.3,,SIRFER Lab at University of Utah,2019-08-08,2019-08-12,20211222T042143Z
e1d93859-1447-446b-8c75-069dc142be3e,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,33.11,-0.2,0.35,,SIRFER Lab at University of Utah,2019-11-18,2019-11-22,20211222T042143Z
3f7687a3-bc16-45cf-a14a-1630ce1739fb,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.57,-0.03,0.11,,SIRFER Lab at University of Utah,2019-12-10,2019-12-11,20211222T042143Z
00cd7e93-3c21-4e48-8953-4812f74ffab6,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.54,0.14,0.13,,SIRFER Lab at University of Utah,2019-07-09,2019-07-10,20211222T042143Z
d205b6a7-afb5-4ec5-ad02-f8c16846c87d,2020-02-21,2020-02-21,d34S,,EA,EA-combustion,EA-combustion,UU-S-5,16.9,16.46,0.44,0.38,,SIRFER Lab at University of Utah,2019-10-09,2019-10-10,20211222T042143Z
f86db056-bceb-4f34-8d64-be9107e1cfae,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,33.06,-0.15,0.37,,SIRFER Lab at University of Utah,2019-08-01,2019-08-02,20211222T042143Z
9bcc62d5-a048-4721-8eb5-339e47e8ba68,2020-02-21,2020-02-21,d34S,,EA,EA-combustion,EA-combustion,UU-S-5,16.9,16.69,0.21,0.31,,SIRFER Lab at University of Utah,2019-12-12,2019-12-17,20211222T042143Z
9568d642-0810-4437-ba20-e24135f1b52d,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.76,-0.05,0.32,,SIRFER Lab at University of Utah,2019-02-12,2019-02-13,20211222T042143Z
aad3fe6a-4ca8-42a2-afde-c6fc914f5235,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.13,,SIRFER Lab at University of Utah,2019-12-30,2020-01-02,20211222T042143Z
f6ae8e25-5597-457e-aed0-609165341396,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.07,,SIRFER Lab at University of Utah,2020-01-28,2020-01-29,20211222T042143Z
226ee8e4-a69d-462a-b524-d8f890736865,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.72,0.09,0.27,,SIRFER Lab at University of Utah,2019-08-13,2019-08-14,20211222T042143Z
1c4d9d9d-052b-4bb1-b664-928636e13aaa,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.79,-0.07,0.43,,SIRFER Lab at University of Utah,2019-02-11,2019-02-12,20211222T042143Z
b3f28a61-36fc-4eb9-be0f-382116497eff,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.16,,SIRFER Lab at University of Utah,2019-08-08,2019-08-12,20211222T042143Z
9389a4d4-0492-4871-9aee-ca55968f1cb4,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10.56,-0.05,0.21,,SIRFER Lab at University of Utah,2019-04-17,2019-04-18,20211222T042143Z
452fa2e6-4419-4bdb-b32b-8191aee5900c,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.22,-0.19,0.14,,SIRFER Lab at University of Utah,2019-10-29,2019-11-07,20211222T042143Z
90ac9137-3d26-4c3d-8e32-c39de13f4526,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.56,0.15,0.36,,SIRFER Lab at University of Utah,2019-11-25,2019-12-03,20211222T042143Z
5f399699-e1bb-4474-8c06-94435bc5bb86,2020-02-21,2020-02-21,d34S,,EA,EA-combustion,EA-combustion,UU-S-2,-31.94,-31.94,0,0.24,,SIRFER Lab at University of Utah,2019-10-09,2019-10-14,20211222T042143Z
396b2fe5-2b03-497a-877e-1804fa4d0b81,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10.43,0.09,0.3,,SIRFER Lab at University of Utah,2019-12-12,2019-12-17,20211222T042143Z
85584625-a11e-4131-9499-28df23e90aef,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.7,-0.17,0.29,,SIRFER Lab at University of Utah,2019-11-01,2019-11-04,20211222T042143Z
be2572a2-d002-47c5-b8a3-14b924f0d3b0,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10.53,-0.02,0.24,,SIRFER Lab at University of Utah,2019-08-01,2019-08-02,20211222T042143Z
66dffa32-11dc-4dd0-9ef7-a670e76b7ff6,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.42,0.01,0.21,,SIRFER Lab at University of Utah,2019-09-23,2019-09-24,20211222T042143Z
f9302105-3d9d-404f-92e3-f43efcf5303c,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.57,0.15,0.26,,SIRFER Lab at University of Utah,2019-08-12,2019-09-23,20211222T042143Z
8803d04f-bd54-4046-84d2-346d6322093c,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.88,0.07,0.08,,SIRFER Lab at University of Utah,2019-04-29,2019-04-30,20211222T042143Z
cdd53e09-aaac-452a-abcf-75fabb59c4d4,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.62,0.21,0.32,,SIRFER Lab at University of Utah,2019-02-11,2019-02-12,20211222T042143Z
20324759-df1f-414d-80c5-ea38c5c5a1d2,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.12,,SIRFER Lab at University of Utah,2019-12-11,2019-12-12,20211222T042143Z
4c9e1e4a-5ac8-4d84-9da7-b3f8ac2a4962,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.38,-0.02,0.15,,SIRFER Lab at University of Utah,2019-04-22,2019-04-23,20211222T042143Z
b6ef5947-45ff-453b-95cf-5279410952a3,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.66,0.06,0.3,,SIRFER Lab at University of Utah,2019-05-09,2019-07-02,20211222T042143Z
b0a588d1-0d3d-4e53-9655-534e47df8051,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.55,-0.03,0.25,,SIRFER Lab at University of Utah,2019-12-12,2019-12-17,20211222T042143Z
73516dfa-0256-4f88-a1f2-ec67583617ee,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,32.98,-0.07,0.4,,SIRFER Lab at University of Utah,2019-10-09,2019-10-14,20211222T042143Z
d664c883-4967-4321-96e4-315acc790b15,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-1,12.94,12.85,0.09,0.17,,SIRFER Lab at University of Utah,2019-07-26,2019-07-31,20211222T042143Z
0a7ab054-0e28-468f-be91-0b584f1211ae,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.97,-0.02,0.14,,SIRFER Lab at University of Utah,2019-08-08,2019-08-12,20211222T042143Z
1fce68c2-3777-45e1-85f4-92dff1e6d4fa,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.57,-0.05,0.18,,SIRFER Lab at University of Utah,2019-04-17,2019-06-08,20211222T042143Z
5bb17441-68c1-42ed-93a6-9eb4c87cdca7,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.18,,SIRFER Lab at University of Utah,2019-10-08,2019-10-09,20211222T042143Z
dfa822ed-6b42-44cf-bd37-170be30a173b,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.26,,SIRFER Lab at University of Utah,2019-10-02,2019-10-03,20211222T042143Z
94c62d01-040f-4e60-85d5-7e74f2550211,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,33.12,-0.21,0.16,,SIRFER Lab at University of Utah,2019-12-12,2019-12-17,20211222T042143Z
46436bdd-abf4-4c10-bba3-ff85ea426712,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,24,-0.04,0.17,,SIRFER Lab at University of Utah,2019-08-20,2019-09-23,20211222T042143Z
931a51a6-ff01-47fa-9005-4642d3cea936,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.25,-0.15,0.11,,SIRFER Lab at University of Utah,2019-10-24,2019-10-25,20211222T042143Z
79feb39e-9368-43bc-8397-2b2b066ce65b,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-1,12.94,12.79,0.15,0.07,,SIRFER Lab at University of Utah,2019-07-22,2019-07-25,20211222T042143Z
11592e55-360f-4779-a5d7-65b7739c71a2,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-1,12.94,12.95,-0.01,0.37,,SIRFER Lab at University of Utah,2019-07-10,2019-07-11,20211222T042143Z
6134e42e-d0d1-4193-9922-9d3aeedbe67c,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.27,-0.14,0,,SIRFER Lab at University of Utah,2019-10-24,2019-10-25,20211222T042143Z
c04c97a7-378f-4215-94a6-9e1fd205c4c3,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10.43,0.09,0.21,,SIRFER Lab at University of Utah,2019-07-10,2019-07-11,20211222T042143Z
d29cf602-c3f6-42bb-8ffc-1dd34dc63483,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.4,0.13,0.23,,SIRFER Lab at University of Utah,2019-12-11,2019-12-12,20211222T042143Z
65a37826-febe-4adc-807c-5e9590e465c7,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.74,-0.21,0.19,,SIRFER Lab at University of Utah,2019-12-17,2019-12-19,20211222T042143Z
2a211919-1359-4d85-a58c-58a58782a27b,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.59,0.12,0.3,,SIRFER Lab at University of Utah,2019-08-01,2019-08-02,20211222T042143Z
2c5a0ed1-1fc5-4de9-aeac-1f2456f83c53,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.11,,SIRFER Lab at University of Utah,2020-01-16,2020-01-28,20211222T042143Z
2d4e8301-703a-40ee-bd6b-923cdb0235c3,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,32.96,-0.05,0.31,,SIRFER Lab at University of Utah,2019-10-24,2019-10-25,20211222T042143Z
99f548a7-9884-4b11-8f3f-28f7dbc0b796,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.71,-0.18,0.4,,SIRFER Lab at University of Utah,2019-11-18,2019-11-21,20211222T042143Z
c2576c8d-b6a2-44b3-9e37-2d8e5053ff37,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.95,0,0.17,,SIRFER Lab at University of Utah,2020-01-16,2020-01-28,20211222T042143Z
6ec84b78-748f-48ac-b0d2-8404de2115dd,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.05,,SIRFER Lab at University of Utah,2019-01-19,2019-01-20,20211222T042143Z
7931bd5d-5e44-490c-87d2-2e431efd79f2,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.2,,SIRFER Lab at University of Utah,2019-07-09,2019-07-10,20211222T042143Z
7750522f-4217-4235-9f4e-1dcfa30a794d,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.33,-0.07,0.19,,SIRFER Lab at University of Utah,2019-09-06,2019-09-12,20211222T042143Z
c7e30e14-a548-4d00-9098-4da0bac0a13d,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.82,-0.29,0.26,,SIRFER Lab at University of Utah,2019-12-10,2019-12-11,20211222T042143Z
31f5e8a8-ca1f-4eaa-843b-c29b22a3fb5f,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.66,-0.13,0.15,,SIRFER Lab at University of Utah,2019-08-05,2019-08-06,20211222T042143Z
92d8c0f8-2b45-48f7-b0a1-f8a82190f449,2020-02-21,2020-02-21,d34S,,EA,EA-combustion,EA-combustion,UU-S-2,-31.94,-31.94,0,0.38,,SIRFER Lab at University of Utah,2019-04-17,2019-06-08,20211222T042143Z
4a7cbed7-cb98-478b-9f05-cc1c8bddc5ac,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.57,0.03,0.26,,SIRFER Lab at University of Utah,2019-11-01,2019-11-04,20211222T042143Z
96c368da-9e9a-4e51-b487-f2a2c30f7653,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.53,0,0.33,,SIRFER Lab at University of Utah,2019-04-16,2019-04-17,20211222T042143Z
dd94ec6e-53ff-4b1c-97b9-355bb21b6b57,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.11,,SIRFER Lab at University of Utah,2020-01-07,2020-01-27,20211222T042143Z
b02d7892-c7ee-49db-b6d1-857355ee6d71,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-5,3.1,3.21,-0.11,0.17,,SIRFER Lab at University of Utah,2019-07-10,2019-07-11,20211222T042143Z
11c1a64b-d4e0-4658-a4a1-ac08923a0947,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-5,3.1,3.28,-0.18,0.15,,SIRFER Lab at University of Utah,2019-05-13,2019-07-10,20211222T042143Z
17d8d3cc-da2f-41c8-9a99-6ad0a2d6baa4,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.19,,SIRFER Lab at University of Utah,2019-12-10,2019-12-11,20211222T042143Z
dadd8973-6fcc-4125-bfb1-660261c7eb4d,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-1,12.94,12.9,0.04,0.15,,SIRFER Lab at University of Utah,2019-08-20,2019-09-23,20211222T042143Z
8c9a3ffd-9d7d-4585-83e5-29c117251bde,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.99,-0.04,0.16,,SIRFER Lab at University of Utah,2019-12-12,2019-12-17,20211222T042143Z
dd14b745-82f4-4143-8ec2-29bdbaf549d1,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.23,,SIRFER Lab at University of Utah,2019-04-17,2019-04-18,20211222T042143Z
1e747251-1195-4df2-8182-cd9c85f4c348,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.72,-0.2,0.04,,SIRFER Lab at University of Utah,2019-08-05,2019-08-06,20211222T042143Z
6012ff5d-0c73-40a7-beba-2fa512355f16,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.49,0.08,0.16,,SIRFER Lab at University of Utah,2019-11-18,2019-11-22,20211222T042143Z
c22af38c-1a8c-4055-9df1-e3afd156819d,2020-02-21,2020-02-21,d34S,,EA,EA-combustion,EA-combustion,UU-S-5,16.9,16.56,0.34,0.14,,SIRFER Lab at University of Utah,2019-02-12,2019-02-13,20211222T042143Z
1a8e1120-7f8e-4bdb-8869-0e7b431d53e4,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.15,,SIRFER Lab at University of Utah,2019-07-17,2019-07-18,20211222T042143Z
02eb7e88-1fb0-4b1c-a295-af1291774304,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.68,0.13,0.19,,SIRFER Lab at University of Utah,2019-10-09,2019-10-10,20211222T042143Z
eefb715e-1fc8-4156-a4f8-adb0f1a31913,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.18,,SIRFER Lab at University of Utah,2019-05-09,2019-07-02,20211222T042143Z
8254f560-2ac4-4cbc-bb6d-bc2b6f7f392c,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.31,,SIRFER Lab at University of Utah,2019-08-05,2019-08-06,20211222T042143Z
7da39d53-833d-4255-946f-1bd42a8019ea,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10.52,0,0.09,,SIRFER Lab at University of Utah,2019-08-13,2019-08-14,20211222T042143Z
80326546-121a-40d9-ab42-29534ffa5bb3,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.18,,SIRFER Lab at University of Utah,2019-09-19,2019-09-24,20211222T042143Z
85d93d08-36f5-487d-a00b-035daac0a5eb,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.48,0.04,0.21,,SIRFER Lab at University of Utah,2019-07-09,2019-07-10,20211222T042143Z
125114b3-38cb-4a60-a442-ef8bed737cfc,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.68,0.03,0.26,,SIRFER Lab at University of Utah,2019-10-09,2019-10-10,20211222T042143Z
2ca825d2-fd73-458d-9129-d5cc9b1c8d65,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.66,-0.13,0.15,,SIRFER Lab at University of Utah,2019-08-05,2019-08-06,20211222T042143Z
824fae3a-16e5-4019-ba1d-37e90b3f899c,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.27,-0.13,0.24,,SIRFER Lab at University of Utah,2019-08-05,2019-08-06,20211222T042143Z
bb5a7203-f2ff-4e3b-9da5-ce559b84d88f,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.57,-0.03,0.12,,SIRFER Lab at University of Utah,2019-04-23,2019-06-25,20211222T042143Z
6e32f45b-0d0c-41e9-b8a9-1342013f6d6a,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.86,-0.05,0.09,,SIRFER Lab at University of Utah,2019-05-12,2019-05-13,20211222T042143Z
a5974729-7af5-4816-84ec-6c6b3b778c11,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.15,,SIRFER Lab at University of Utah,2019-07-19,2019-07-22,20211222T042143Z
1ac9442b-bb03-436a-be62-c6dc1c54087f,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.24,0.47,0.21,,SIRFER Lab at University of Utah,2019-09-22,2019-09-23,20211222T042143Z
cf71e25c-2322-49c7-a28b-229e06d41a75,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.66,0.05,0.24,,SIRFER Lab at University of Utah,2019-09-19,2019-09-24,20211222T042143Z
11634c53-aff1-4125-b2cb-089fb992eceb,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.32,-0.09,0.13,,SIRFER Lab at University of Utah,2020-01-16,2020-01-28,20211222T042143Z
b4756be1-a06c-4c74-9320-956158fa3b16,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.68,-0.16,0.3,,SIRFER Lab at University of Utah,2019-11-01,2019-11-04,20211222T042143Z
c2077e0a-0d3a-4abc-9403-145489684549,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.52,0,0.1,,SIRFER Lab at University of Utah,2019-08-13,2019-08-14,20211222T042143Z
599c0ea3-caf7-4e23-aaed-61c7f836d621,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10.65,-0.13,0.31,,SIRFER Lab at University of Utah,2019-11-21,2019-11-25,20211222T042143Z
d3075346-cacf-4418-9acb-ed85e82363cf,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,32.74,0.17,0.18,,SIRFER Lab at University of Utah,2019-07-10,2019-07-11,20211222T042143Z
c20be7a7-a748-45bd-a8b3-fddd941e4cd0,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.09,,SIRFER Lab at University of Utah,2019-04-17,2019-04-18,20211222T042143Z
45692318-c305-4554-ad5e-430df9567180,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.09,,SIRFER Lab at University of Utah,2019-09-19,2019-09-24,20211222T042143Z
6f7ade67-b09c-4639-bdfe-38dd4d8128db,2020-02-21,2020-02-21,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.51,0.01,0.27,,SIRFER Lab at University of Utah,2020-01-16,2020-01-28,20211222T042143Z
9ab6931a-9bc7-40a0-8f29-aa9e38262e51,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.28,-0.12,0.14,,SIRFER Lab at University of Utah,2019-08-12,2019-09-23,20211222T042143Z
f81b6f33-6afc-4301-90fc-0c5d8d5d0ad0,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.18,,SIRFER Lab at University of Utah,2019-05-12,2019-05-13,20211222T042143Z
47d68a32-aa1b-492e-944a-fd8995579a45,2020-02-21,2020-02-21,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.29,-0.12,0.15,,SIRFER Lab at University of Utah,2019-05-01,2019-05-02,20211222T042143Z
66de4763-4619-4778-bd68-9227057d355a,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.17,,SIRFER Lab at University of Utah,2019-12-30,2020-01-02,20211222T042143Z
e3540b8b-813f-4f9d-9e88-2301d69d1e26,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,32.84,0.07,0.27,,SIRFER Lab at University of Utah,2019-07-17,2019-07-18,20211222T042143Z
270a9e8e-0c3b-41c5-a2ba-0b0c07008562,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.89,-0.18,0.24,,SIRFER Lab at University of Utah,2019-07-17,2019-07-18,20211222T042143Z
8a889949-6233-41bb-a8b5-408e99ef4cef,2020-02-21,2020-02-21,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.91,-0.2,0.11,,SIRFER Lab at University of Utah,2019-05-01,2019-05-02,20211222T042143Z
9bb0c561-339a-4884-ba0a-2fe5bd929290,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.34,-0.06,0.2,,SIRFER Lab at University of Utah,2019-04-23,2019-06-25,20211222T042143Z
79a945c4-248b-44e7-8121-e8659f3861c9,2020-02-21,2020-02-21,sulfur,,EA,EA-combustion,EA-combustion,UU-S-1,12.94,13.09,-0.15,0.26,,SIRFER Lab at University of Utah,2019-10-09,2019-10-14,20211222T042143Z
ee71306f-3ea8-4f0d-abf3-b6ddcc06ce20,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.21,,SIRFER Lab at University of Utah,2019-08-01,2019-08-02,20211222T042143Z
f898ac8d-2d20-4c61-a727-849b18d2b471,2020-02-21,2020-02-21,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.1,,SIRFER Lab at University of Utah,2019-10-09,2019-10-14,20211222T042143Z
1337b642-8a9e-466c-910e-fe19a19e3683,2020-02-21,2020-02-21,d34S,,EA,EA-combustion,EA-combustion,UU-S-5,16.9,16.53,0.37,0.04,,SIRFER Lab at University of Utah,2019-11-25,2019-12-03,20211222T042143Z
