uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,elevation,elevationUncertainty,geodeticDatum,altLocation,altLatitude,altLongitude,altCoordinateUncertainty,altGeodeticDatum,collectDate,aquaticSiteType,samplingImpractical,waterChemSamplesCollected,parentSampleID,eventID,samplerType,dissolvedOxygen,dissolvedOxygenSaturation,specificConductance,waterTemp,swcSamplingProtocolVersion,lowerSegmentDepth,upperSegmentDepth,maxDepth,lakeSampleDepth1,lakeSampleDepth2,aCollectedBy,bCollectedBy,remarks,fieldDataQF,publicationDate,release
59cb242a-af74-4949-bbe8-230088922fd0,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-02-09T17:41Z,lake,,Y,CRAM.C0.20210209,CRAM.20210209,Kemmerer,14.85,102.5,12,0.3,NEON.DOC.002905vG,,,13.4,0.5,,0000-0003-1075-1249,0000-0001-8490-5154,,,20211221T225246Z,PROVISIONAL
399b9f45-3b5d-4b8d-bd93-0de8c916da7b,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-03-01T17:30Z,lake,,Y,CRAM.C0.20210301,CRAM.20210301,Kemmerer,13.91,96.4,10.1,0.3,NEON.DOC.002905vG,,,15.7,0.5,,0000-0003-1075-1249,0000-0001-8490-5154,,,20211221T201727Z,PROVISIONAL
8fc947bc-5c62-4924-b545-1d812cac401d,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-04-20T15:01Z,lake,,Y,CRAM.C1.20210420,CRAM.20210420,Kemmerer,10.4,86.9,11.5,7.5,NEON.DOC.002905vG,4.5,0,14.6,0.5,,0000-0003-1075-1249,0000-0002-6609-5941,,,20211221T235545Z,PROVISIONAL
433a1210-3e85-464f-805c-628538147870,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-04-20T15:32Z,lake,,Y,CRAM.C2.20210420,CRAM.20210420,Kemmerer,6,46.1,12.7,4.7,NEON.DOC.002905vG,14.6,6,14.6,8.2,12.5,0000-0003-1075-1249,0000-0002-6609-5941,,,20211221T235545Z,PROVISIONAL
287d5b7d-a1a0-4857-9ab2-1760b293288e,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-05-04T17:03Z,lake,,Y,CRAM.C1.20210504,CRAM.20210504,Kemmerer,10.73,94.7,11.1,9.8,NEON.DOC.002905vG,3,0,13.8,0.5,,0000-0003-1075-1249,0000-0002-6609-5941,,,20211221T195356Z,PROVISIONAL
189712aa-f113-4d72-82dd-2093a75b4f32,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-05-04T17:04Z,lake,,Y,CRAM.C2.20210504,CRAM.20210504,Kemmerer,8.56,69.9,11.5,6.7,NEON.DOC.002905vG,13.8,4,13.8,6.5,11.4,0000-0002-6609-5941,0000-0003-1075-1249,,,20211221T195356Z,PROVISIONAL
b284fa97-1473-454e-bcf3-8223aeff5792,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-06-01T15:48Z,lake,,Y,CRAM.C1.20210601,CRAM.20210601,Kemmerer,8.93,91.1,10.8,16.4,NEON.DOC.002905vG,2.5,0,18.2,0.5,,0000-0003-1075-1249,0000-0002-6609-5941,,,20211221T205746Z,PROVISIONAL
8158ec34-6441-4f8a-8c29-e8ed09e395f0,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-06-01T16:02Z,lake,,Y,CRAM.C2.20210601,CRAM.20210601,Kemmerer,4.12,32.6,12.5,5.4,NEON.DOC.002905vG,18.2,7,18.2,9.8,15.4,0000-0003-1075-1249,0000-0002-6609-5941,,,20211221T205746Z,PROVISIONAL
fc642baf-21e4-4ebc-95ee-85ebf2db83ed,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-07-06T15:12Z,lake,,Y,CRAM.C1.20210706,CRAM.20210706,Kemmerer,7.45,90.9,11.2,25.5,NEON.DOC.002905vG,2,0,14.2,0.5,,0000-0003-1075-1249,0000-0002-0599-3609,,,20220125T175236Z,PROVISIONAL
810aaa76-87ac-43af-8543-f067d999b57b,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-07-06T15:30Z,lake,,Y,CRAM.C2.20210706,CRAM.20210706,Kemmerer,0.95,7.7,13.6,5.4,NEON.DOC.002905vG,14.2,8,14.2,9.6,12.6,0000-0003-1075-1249,0000-0002-0599-3609,,,20220125T175236Z,PROVISIONAL
20f9478b-1dd7-4e96-975c-54dee38cdbba,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-08-09T17:25Z,lake,,Y,CRAM.C1.20210809,CRAM.20210809,Kemmerer,8.26,96.6,10.6,23.2,NEON.DOC.002905vG,3.5,0,16.1,0.5,,0000-0003-1075-1249,0000-0001-8490-5154,,,20220125T175218Z,PROVISIONAL
b41b45a6-9014-4137-b91d-e81a5bdafb42,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-08-09T17:41Z,lake,,Y,CRAM.C2.20210809,CRAM.20210809,Kemmerer,0.1,0.8,15.4,5.5,NEON.DOC.002905vG,16.1,8.5,16.1,10.4,14.2,0000-0003-1075-1249,0000-0001-8490-5154,,,20220125T175218Z,PROVISIONAL
bd38e34a-260f-45d6-9c58-7a7292d62503,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-09-07T15:38Z,lake,,Y,CRAM.C1.20210907,CRAM.20210907,Kemmerer,8.37,92.2,10.6,20.1,NEON.DOC.002905vG,4,0,17.3,0.5,,0000-0003-1075-1249,0000-0002-6609-5941,,,20211222T021324Z,PROVISIONAL
a693ba0b-ec36-4942-8ed3-8c15941ed392,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-09-07T15:46Z,lake,,Y,CRAM.C2.20210907,CRAM.20210907,Kemmerer,0.04,0.3,16.2,5.7,NEON.DOC.002905vG,17.3,8.5,17.3,10.7,15.1,0000-0003-1075-1249,0000-0002-6609-5941,,,20211222T021324Z,PROVISIONAL
baebb9fb-d491-4dfa-84e3-af7ba6b98770,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-10-05T14:59Z,lake,,Y,CRAM.C1.20211005,CRAM.20211005,Kemmerer,8.31,87.4,10.4,17.8,NEON.DOC.002905vG,5,0,16,0.5,,0000-0003-1075-1249,0000-0002-0599-3609,,,20220112T212223Z,PROVISIONAL
c6f61fa3-a328-4dcc-afb3-d040c5b0b922,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-10-05T15:16Z,lake,,Y,CRAM.C2.20211005,CRAM.20211005,Kemmerer,0.08,0.6,16.2,5.9,NEON.DOC.002905vG,16,9,16,10.8,14.3,0000-0003-1075-1249,0000-0002-0599-3609,,,20220112T212223Z,PROVISIONAL
c599a21b-9604-4914-a219-5124393fab02,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-10-19T15:57Z,lake,,Y,CRAM.C1.20211019,CRAM.20211019,Kemmerer,8.29,80.3,10.6,14,NEON.DOC.002905vG,6,0,15.9,0.5,,0000-0003-1075-1249,0000-0002-0599-3609,,,20220112T212223Z,PROVISIONAL
a4f4c0fa-bdda-4835-aff1-e5dfb3b6206a,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-10-19T16:00Z,lake,,Y,CRAM.C2.20211019,CRAM.20211019,Kemmerer,0.06,0.5,16.2,6.1,NEON.DOC.002905vG,15.9,9,15.9,10.7,14.2,0000-0003-1075-1249,0000-0002-0599-3609,,,20220112T212223Z,PROVISIONAL
6c6ff75b-4b01-4a47-8444-5f81b49a7db1,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-11-02T16:32Z,lake,,Y,CRAM.C1.20211102,CRAM.20211102,Kemmerer,8.81,74.2,10.9,8.2,NEON.DOC.002905vG,9,0,15.5,0.5,,0000-0003-1075-1249,0000-0001-8490-5154,,,20220125T175249Z,PROVISIONAL
89e2beff-f170-46f4-8e64-b373c85abc53,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-11-02T16:38Z,lake,,Y,CRAM.C2.20211102,CRAM.20211102,Kemmerer,0.1,0.8,17.6,5.7,NEON.DOC.002905vG,15.5,10.5,15.5,11.8,14.3,0000-0003-1075-1249,0000-0001-8490-5154,,,20220125T175249Z,PROVISIONAL
ac2133f3-40ca-43ab-b189-686c45edb357,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2021-11-16T16:39Z,lake,,Y,CRAM.C0.20211116,CRAM.20211116,Kemmerer,9.88,77.4,11.5,4.9,NEON.DOC.002905vG,,,18,0.5,,0000-0003-1075-1249,0000-0001-8490-5154,,,20220125T175249Z,PROVISIONAL
11444dbd-9dec-4d23-84b2-ee73e2bd466f,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,495.9,1,WGS84,,,,,,2017-04-11T15:20Z,lake,,,LIRO.OT.20170411,LIRO.20170411,Kemmerer,9.1,68.8,13.7,4.1,NEON.DOC.002905vD,,,1,0.5,,jhudson@neoninc.org,hbeeler@battelleecology.org,,,20211222T013811Z,RELEASE-2022
6af78141-db33-4bb5-9a50-7713fa2bf0e4,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,496.5,1,WGS84,,,,,,2017-04-11T16:00Z,lake,,,LIRO.IN.20170411,LIRO.20170411,Kemmerer,10.99,82.9,13,3.9,NEON.DOC.002905vD,,,1.6,0.5,,jhudson@neoninc.org,hbeeler@battelleecology.org,,,20211222T013811Z,RELEASE-2022
72c742d5-698f-4aa8-b48c-4cb6411952e7,D05,LIRO,LIRO.AOS.buoy.c0,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2017-04-11T16:50Z,lake,,,LIRO.C0.20170411,LIRO.20170411,Kemmerer,8.71,67.1,13.5,4.6,NEON.DOC.002905vD,,,8.6,0.5,,jhudson@neoninc.org,hbeeler@battelleecology.org,,,20211222T013811Z,RELEASE-2022
94aae32e-589d-4b24-8002-a851f4e15f8a,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,496.5,1,WGS84,,,,,,2017-05-01T15:42Z,lake,,,LIRO.IN.20170501,LIRO.20170501,,10.17,86,9.9,8.1,NEON.DOC.002905vD,,,1.9,0.5,,jhudson@neoninc.org,hbeeler@battelleecology.org,,,20211222T005204Z,RELEASE-2022
1a237375-151d-4936-8992-95197341790a,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2017-05-01T16:27Z,lake,,,LIRO.C1.20170501,LIRO.20170501,,11.11,93.3,9.8,8.2,NEON.DOC.002905vD,5.5,0,8.7,0.5,,hbeeler@battelleecology.org,jhudson@neoninc.org,,,20211222T005204Z,RELEASE-2022
3b03eb82-fe30-4bfe-85d7-c723569c3915,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,495.9,1,WGS84,,,,,,2017-05-01T18:02Z,lake,,,LIRO.OT.20170501,LIRO.20170501,,9.55,81.8,11.1,8,NEON.DOC.002905vD,,,1.3,0.5,,hbeeler@battelleecology.org,jhudson@neoninc.org,,,20211222T005204Z,RELEASE-2022
91f4ed22-f0de-400d-aed7-ef4aa05e2961,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,495.9,1,WGS84,,,,,,2017-06-05T14:55Z,lake,,,LIRO.OT.20170605,LIRO.20170605,,7.81,82.7,12.6,18,NEON.DOC.002905vD,,,1.4,0.5,,Ahaynes@battelleecology.org,jhudson@neoninc.org,,,20211222T041707Z,RELEASE-2022
e611d2ed-1395-41a8-bb8b-2b62a51f825e,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,496.5,1,WGS84,,,,,,2017-06-05T15:25Z,lake,,,LIRO.IN.20170605,LIRO.20170605,,8.04,86.8,12.8,19,NEON.DOC.002905vD,,,1.4,0.5,,jhudson@neoninc.org,Ahaynes@battelleecology.org,,,20211222T041707Z,RELEASE-2022
65072fbb-121b-4015-964b-3f4d8a1ad37b,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2017-06-05T16:28Z,lake,,,LIRO.C1.20170605,LIRO.20170605,,7.9,87.1,11.9,20.2,NEON.DOC.002905vD,1,0,8.6,0.5,,Ahaynes@battelleecology.org,jhudson@neoninc.org,,,20211222T041707Z,RELEASE-2022
5eb5d404-e8aa-4f3c-b164-e2eb26ba0866,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,496.5,1,WGS84,,,,,,2017-07-10T14:36Z,lake,,,LIRO.IN.20170710,LIRO.20170710,Kemmerer,7.53,86.7,,22.4,NEON.DOC.002905vD,,,1.8,0.5,,Ahaynes@battelleecology.org,jhudson@neoninc.org,Cond not behaving normally,,20211222T000904Z,RELEASE-2022
91d00230-2bba-473c-bfe2-3c42d90c3f50,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2017-07-10T15:07Z,lake,,,LIRO.C1.20170710,LIRO.20170710,Kemmerer,7.81,90.6,10.9,22.8,NEON.DOC.002905vD,1.5,0,8.7,0.5,,Ahaynes@battelleecology.org,jhudson@neoninc.org,"",,20211222T000904Z,RELEASE-2022
691fbe79-b9a0-4dc5-8fe3-f06d06a7ffaf,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,495.9,1,WGS84,,,,,,2017-07-10T15:48Z,lake,,,LIRO.OT.20170710,LIRO.20170710,Kemmerer,8.27,96.6,10.8,23.2,NEON.DOC.002905vD,,,1.4,0.5,,Ahaynes@battelleecology.org,jhudson@neoninc.org,"",,20211222T000904Z,RELEASE-2022
797e447d-8826-4847-bdea-64be509128b4,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,496.5,1,WGS84,,,,,,2017-07-31T14:34Z,lake,,,LIRO.IN.20170731,LIRO.20170731,Kemmerer,6.14,73.8,6.7,24.7,NEON.DOC.002905vD,,,1.4,0.5,,Ahaynes@battelleecology.org,jhudson@neoninc.org,"",,20211222T000904Z,RELEASE-2022
2ae7a546-bada-4381-8e20-97677c40c87d,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2017-07-31T15:03Z,lake,,,LIRO.C1.20170731,LIRO.20170731,Kemmerer,7.05,85.1,13.5,24.9,NEON.DOC.002905vD,2,0,8.6,0.5,,ahaynes@battelleecology.org,jhudson@neoninc.org,"",,20211222T000904Z,RELEASE-2022
2a7addbe-7244-4acb-8722-cac407f73f47,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,495.9,1,WGS84,,,,,,2017-07-31T15:54Z,lake,,,LIRO.OT.20170731,LIRO.20170731,Kemmerer,6.54,78.1,13.6,24.7,NEON.DOC.002905vD,,,,0.5,,jhudson@neoninc.org,ahaynes@battelleecology.org,"",,20211222T000904Z,RELEASE-2022
a710d21f-811e-4c73-9c6f-9e379ceb47eb,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,496.5,1,WGS84,,,,,,2017-08-28T14:30Z,lake,,,LIRO.IN.20170828,LIRO.20170828,Kemmerer,,,11.2,19.2,NEON.DOC.002905vD,,,1.4,0.5,,jhudson@neoninc.org,ahaynes@battelleecology.org,,,20211222T023936Z,RELEASE-2022
bb86956c-ba6a-4088-b4ac-faaa1a96f269,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2017-08-28T15:12Z,lake,,,LIRO.C1.20170828,LIRO.20170828,Kemmerer,,,11.1,19.4,NEON.DOC.002905vD,4,0,8.6,0.5,,jhudson@neoninc.org,ahaynes@battelleecology.org,,,20211222T023936Z,RELEASE-2022
2ccc67a1-7a26-4da7-897d-d5a578810826,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,495.9,1,WGS84,,,,,,2017-08-28T15:34Z,lake,,,LIRO.OT.20170828,LIRO.20170828,Kemmerer,,,11.2,19.3,NEON.DOC.002905vD,,,1.3,0.5,,jhudson@neoninc.org,ahaynes@battelleecology.org,,,20211222T023936Z,RELEASE-2022
35b0d24e-2073-42fe-9bd0-d79bd4cbfc57,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,496.5,1,WGS84,,,,,,2017-10-02T14:50Z,lake,,,LIRO.IN.20171002,LIRO.20171002,Kemmerer,,,,,NEON.DOC.002905vE,,,1.8,0.5,,jhudson@neoninc.org,jpyatt@neoninc.org,Record deleted accidently. Depth approximate. SDG collected directly from ASI jug,,20211222T031435Z,RELEASE-2022
5c33742d-a533-404a-a92c-2757e9c0eafc,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2017-10-02T15:41Z,lake,,,LIRO.C0.20171002,LIRO.20171002,Kemmerer,,,10.9,16.6,NEON.DOC.002905vE,4.5,0,8.9,0.5,,jhudson@neoninc.org,jpyatt@neoninc.org,SDG collected directly from ASI jug,,20211222T031435Z,RELEASE-2022
e68c658b-0547-4134-82c3-a156a3eb7209,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,495.9,1,WGS84,,,,,,2017-10-02T16:00Z,lake,,,LIRO.OT.20171002,LIRO.20171002,"",,,10.9,16.3,NEON.DOC.002905vE,,,1.4,0.5,,jhudson@neoninc.org,jpyatt@neoninc.org,SDG collected directly from ASI jug.,,20211222T031435Z,RELEASE-2022
f188e0b2-8ef0-4fb5-b604-74f745ec32a5,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,496.5,1,WGS84,,,,,,2017-10-23T15:06Z,lake,,,LIRO.IN.20171023,LIRO.20171023,Kemmerer,,,11.6,11.6,NEON.DOC.002905vE,,,1.5,0.5,,jhudson@neoninc.org,kgoebel@battelleecology.org,Inlet sample in containers labeled for outlet.,,20211222T031435Z,RELEASE-2022
c90511a3-b7a6-41a1-9c86-ecae7bd93b05,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2017-10-23T15:42Z,lake,,,LIRO.C1.20171023,LIRO.20171023,Kemmerer,,,11.3,11.9,NEON.DOC.002905vE,7,0,8.9,0.5,,jhudson@neoninc.org,kgoebel@battelleecology.org,"",,20211222T031435Z,RELEASE-2022
5db60a97-4911-4692-9596-8d15f92e55e2,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,495.9,1,WGS84,,,,,,2017-10-23T16:11Z,lake,,,LIRO.OT.20171023,LIRO.20171023,Kemmerer,,,11.3,11.5,NEON.DOC.002905vE,,,1.4,0.5,,jhudson@neoninc.org,kgoebel@battelleecology.org,"",,20211222T031435Z,RELEASE-2022
c6c570f7-d978-4a38-b190-33eb26220cca,D05,LIRO,LIRO.AOS.littoral1,45.995205,-89.706502,1.1,10,496.5,1,WGS84,,,,,,2017-11-06T16:26Z,lake,,,LIRO.IN.20171106,LIRO.20171106,Kemmerer,,,12.9,3.7,NEON.DOC.002905vE,,,1.4,0.5,,jhudson@neoninc.org,hbeeler@battelleecology.org,Ice layer,,20211221T221714Z,RELEASE-2022
f2949e1f-0db9-43c3-8e6d-5a55c28e1a90,D05,LIRO,LIRO.AOS.buoy.c0,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2017-11-06T17:08Z,lake,,,LIRO.C0.20171106,LIRO.20171106,Kemmerer,,,12,5.4,NEON.DOC.002905vE,,,8.9,0.5,,jhudson@neoninc.org,jhudson@neoninc.org,"",,20211221T221714Z,RELEASE-2022
665209a6-a0fe-459d-97c1-f6135f0bafa4,D05,LIRO,LIRO.AOS.littoral2,46.000609,-89.704078,1.1,10,495.9,1,WGS84,,,,,,2017-11-06T17:26Z,lake,,,LIRO.OT.20171106,LIRO.20171106,Kemmerer,,,12.8,4.8,NEON.DOC.002905vE,,,1.2,0.5,,jhudson@neoninc.org,hbeeler@battelleecology.org,"",,20211221T221714Z,RELEASE-2022
c079019d-8a72-4c62-b10e-42dafcbc90c8,D05,LIRO,LIRO.AOS.buoy.c0,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-02-12T17:40Z,lake,,,LIRO.C0.20180212,LIRO.20180212,Kemmerer,1.9,16,7.8,1.2,NEON.DOC.002905vE,,,8.4,0.5,,hbeeler@battelleecology.org,cslemmons@BattelleEcology.org,,,20211222T035925Z,RELEASE-2022
720ecef2-8362-48ee-9464-c8058a978e19,D05,LIRO,LIRO.AOS.buoy.c0,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-03-06T18:01Z,lake,,,LIRO.C0.20180306,LIRO.20180306,Kemmerer,5.22,38,13.8,2.7,NEON.DOC.002905vE,,,10.9,0.5,,jbuza@battelleecology.org,hbeeler@battelleecology.org,,,20211221T215726Z,RELEASE-2022
4586e68b-9c2a-45ac-bb70-e84ca10c60e0,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-05-14T15:16Z,lake,,,LIRO.C1.20180514,LIRO.20180514,Kemmerer,10.25,104.2,10.6,15.3,NEON.DOC.002905vE,0.5,0,8,0.5,,jbuza@battelleecology.org,hbeeler@battelleecology.org,"",,20211221T205806Z,RELEASE-2022
e2b827bc-1d7b-428e-9852-a43812ca69e3,D05,LIRO,LIRO.AOS.buoy.c2,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-05-14T15:32Z,lake,,,LIRO.C2.20180514,LIRO.20180514,Kemmerer,,,,,NEON.DOC.002905vE,,,8,6,,jbuza@battelleecology.org,hbeeler@battelleecology.org,"",,20211221T205806Z,RELEASE-2022
7946d2da-2978-423f-867b-4e8ad55721ff,D05,LIRO,LIRO.AOS.buoy.c2,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-05-21T16:45Z,lake,,,LIRO.C2.20180521,LIRO.20180521,Kemmerer,,,,,NEON.DOC.002905vE,10.2,5.5,10.2,6.7,9,jbuza@battelleecology.org,hbeeler@battelleecology.org,Suspended sediment in sample,,20211221T205806Z,RELEASE-2022
3f6d4181-1159-4c96-affa-88ebdfbc5f13,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-05-21T16:54Z,lake,,,LIRO.C1.20180521,LIRO.20180521,Kemmerer,11.12,115,8.5,16.8,NEON.DOC.002905vE,1.5,0,10.2,0.5,,jbuza@battelleecology.org,hbeeler@battelleecology.org,"",,20211221T205806Z,RELEASE-2022
e172ae03-322b-454f-b18c-f4bf759eeb40,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-06-04T16:08Z,lake,,,LIRO.C1.20180604,LIRO.20180604,Kemmerer,8.26,90.1,10.9,19.7,NEON.DOC.002905vE,1.5,0,8.4,0.5,,hbeeler@battelleecology.org,mjoyce@battelleecology.org,,,20211221T201418Z,RELEASE-2022
bd440857-c838-45c6-8ab8-244ba18200a9,D05,LIRO,LIRO.AOS.buoy.c2,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-06-04T16:16Z,lake,,,LIRO.C2.20180604,LIRO.20180604,Kemmerer,,,,,NEON.DOC.002905vE,6,1.5,8.4,7.2,,hbeeler@battelleecology.org,mjoyce@battelleecology.org,,,20211221T201418Z,RELEASE-2022
3307e536-ea12-4296-a11b-d5a7fd01ceb1,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-07-02T13:47Z,lake,,,LIRO.C1.20180702,LIRO.20180702,Kemmerer,3.4,39.7,9.2,24.7,NEON.DOC.002905vE,9.2,7.5,9.2,0.5,24.8,jbuza@battelleecology.org,kmcmahon@battelleecology.org,DO probe not functioning properly,,20211222T005948Z,RELEASE-2022
ac2aaf8e-808a-4776-87d2-fb6bcb62c067,D05,LIRO,LIRO.AOS.buoy.c2,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-07-02T13:50Z,lake,,,LIRO.C2.20180702,LIRO.20180702,Kemmerer,,,,,NEON.DOC.002905vE,9.2,7.5,9.2,13.3,24.8,jbuza@battelleecology.org,kmcmahon@battelleecology.org,"",,20211222T005948Z,RELEASE-2022
4e7328ba-689a-40b6-84ac-f244a2d7164c,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-08-06T15:45Z,lake,,,LIRO.C1.20180806,LIRO.20180806,Kemmerer,,,7.6,22.8,NEON.DOC.002905vE,3,0,8,0.5,,jbuza@battelleecology.org,hbeeler@battelleecology.org,,,20211222T021537Z,RELEASE-2022
a2afbff7-5b2a-4d0a-a397-20ee7d1e2bcd,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-09-04T15:01Z,lake,,,LIRO.C1.20180904,LIRO.20180904,Kemmerer,7.33,88.4,10.7,22,NEON.DOC.002905vE,3,0,7.7,0.5,,jbuza@battelleecology.org,hbeeler@battelleecology.org,,,20211221T233736Z,RELEASE-2022
b141267c-5c85-4427-9733-e723bc03cfbd,D05,LIRO,LIRO.AOS.buoy.c1,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-10-01T14:32Z,lake,,,LIRO.C1.20181001,LIRO.20181001,Kemmerer,7.34,74.1,7.3,13.6,NEON.DOC.002905vE,5.5,0,7.5,0.5,,jbuza@battelleecology.org,hbeeler@battelleecology.org,,,20211221T224637Z,RELEASE-2022
c97c1bf0-13a2-4b55-9b3d-4e99368dd6b7,D05,LIRO,LIRO.AOS.buoy.c0,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-10-22T15:22Z,lake,,,LIRO.C0.20181022,LIRO.20181022,Kemmerer,10.17,87.6,10.1,6.5,NEON.DOC.002905vE,,,8,0.5,,jbuza@battelleecology.org,hbeeler@battelleecology.org,,,20211221T224637Z,RELEASE-2022
651f4e12-5b0b-4790-a8e6-9e57713f71bf,D05,LIRO,LIRO.AOS.buoy.c0,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2018-11-05T15:33Z,lake,,,LIRO.C0.20181105,LIRO.20181105,Kemmerer,10.5,88.6,8,5.1,NEON.DOC.002905vE,,,8.4,0.5,,jbuza@battelleecology.org,hbeeler@battelleecology.org,,,20211221T233856Z,RELEASE-2022
86afeb8e-cec4-46af-8e85-7eface429196,D05,LIRO,LIRO.AOS.buoy.c0,45.998322,-89.704766,10,10,502,10,WGS84,,,,,,2019-01-22T17:16Z,lake,,,LIRO.C0.20190122,LIRO.20190122,Kemmerer,8.24,65.5,11.7,3.4,NEON.DOC.002905vE,,,7.5,0.5,,jbuza@battelleecology.org,cslemmons@BattelleEcology.org,,,20211221T202957Z,RELEASE-2022
