lagoslakeid,sample_date,sample_id,parameter_id,parameter_name,parameter_value,parameter_detectionlimit_value,censorcode,sample_depth_m,cluster_id,cluster_lat_dd,cluster_lon_dd,source_id,source_sample_type,source_sample_siteid,source_name,source_activityorg_name,source_activityid,source_comments,source_parameter_name,source_parameter_value,source_parameter_unit,source_value_qualifiercode,parameter_conversionfactor,source_detectionlimit_value,source_detectionlimit_unit,parameter_detectionlimit_conversionfactor,source_detectionlimit_condition,source_detectionlimit_type,source_labmethod_usgspcode,source_labmethod_description,source_labmethod_id,source_labmethod_name,source_labmethod_qualifier,source_samplesite_lat_dd,source_samplesite_lon_dd,lagos_epi_assignment
362778,2005-08-04,NE-285567,38,"Atrazine, total",2.25,NA,NC4,0.1,362778-AC,40.62858,-96.79128,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BLULKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BLULKND180409300001L,NA,Atrazine,2.25,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62858,-96.79128,1
363003,2005-08-04,NE-277824,38,"Atrazine, total",1.92,NA,NC4,0.1,363003-AB,40.58467,-96.84658,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OCRLKND180408300001L,NA,Atrazine,1.92,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.58467,-96.84658,1
362582,2005-08-04,NE-247519,38,"Atrazine, total",3.12,NA,NC4,0.1,362582-AA,40.60439,-96.63756,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STGLKND180410300001L,NA,Atrazine,3.12,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.60439,-96.63756,1
363083,2005-08-04,NE-243097,38,"Atrazine, total",4.16,NA,NC4,0.1,363083-AC,40.62144,-96.58303,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WAGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WAGLKND180411300001L,NA,Atrazine,4.16,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62144,-96.58303,1
2338,2005-08-08,MI-1086479,38,"Atrazine, total",0.14,NA,NC4,0.9144000000000001,2338-AB,41.971156,-84.29439,USGS-MI,SPECIFIED,USGS-415816084174001,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00502938,NA,Atrazine,0.140,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.97115647,-84.29439,1
2338,2005-08-08,MI-1086292,38,"Atrazine, total",0.31,NA,NC4,0.9144000000000001,2338-AA,41.987823,-84.288279,USGS-MI,SPECIFIED,USGS-415916084171801,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00503125,NA,Atrazine,0.310,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.9878227,-84.2882787,1
2294,2005-08-09,MI-30010,38,"Atrazine, total",0.19,NA,NC4,0.9144000000000001,2294-AA,42.044492,-85.19859,USGS-MI,SPECIFIED,USGS-420240085115501,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00502986,NA,Atrazine,0.190,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,42.04449188,-85.19859,1
3133,2005-08-10,MI-30518,38,"Atrazine, total",0.22,NA,NC4,0.9144000000000001,3133-AA,41.898382,-84.90663,USGS-MI,SPECIFIED,USGS-415354084542401,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00503011,NA,Atrazine,0.220,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.89838174,-84.9066299,1
3940,2005-08-10,MI-32053,38,"Atrazine, total",0.21,NA,NC4,0.9144000000000001,3940-AA,41.901993,-85.108026,USGS-MI,SPECIFIED,USGS-415407085062901,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00502731,NA,Atrazine,0.210,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.9019934,-85.1080261,1
3133,2005-08-10,MI-28708,38,"Atrazine, total",0.14,NA,NC4,0.9144000000000001,3133-AB,41.925604,-84.898019,USGS-MI,SPECIFIED,USGS-415532084535301,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00503090,NA,Atrazine,0.140,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.9256036,-84.8980191,1
868,2005-08-10,MI-31060,38,"Atrazine, total",0.06,NA,NC4,0.9144000000000001,868-AA,41.937826,-85.034968,USGS-MI,SPECIFIED,USGS-415616085020601,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00502893,NA,Atrazine,0.060,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.9378263,-85.0349676,1
528,2005-08-11,MI-1976885,38,"Atrazine, total",0.1,NA,NC4,0.9144000000000001,528-AA,41.710328,-84.653564,USGS-MI,SPECIFIED,USGS-414237084391301,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00502757,NA,Atrazine,0.100,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.7103277,-84.6535639,1
528,2005-08-11,MI-1977522,38,"Atrazine, total",0.09,NA,NC4,0.9144000000000001,528-AB,41.724217,-84.647175,USGS-MI,SPECIFIED,USGS-414327084385001,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00502768,NA,Atrazine,0.090,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.7242165,-84.6471748,1
2126,2005-08-11,MI-1977179,38,"Atrazine, total",0.76,NA,NC4,0.9144000000000001,2126-AA,41.860048,-84.794126,USGS-MI,SPECIFIED,USGS-415136084473901,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00502721,NA,Atrazine,0.760,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.8600483,-84.7941263,1
3369,2005-08-11,MI-1977583,38,"Atrazine, total",0.13,NA,NC4,0.9144000000000001,3369-AA,41.899214,-84.608842,USGS-MI,SPECIFIED,USGS-415357084363201,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00503075,NA,Atrazine,0.130,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.8992142,-84.6088421,1
343492,2005-08-16,SD-230681,38,"Atrazine, total",0.05,NA,NC4,2,343492-AD,44.77092,-100.7173,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OAHLK1110DW,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OAHLK1110DW81617000020L,NA,Atrazine,0.05,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,44.77092,-100.7173,1
343492,2005-08-16,SD-248121,38,"Atrazine, total",0.06,NA,NC4,5,343492-AB,45.03092,-100.3932,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OAHLK1153DW,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OAHLK1153DW81612300050L,NA,Atrazine,0.06,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,45.03092,-100.3932,1
337264,2005-08-16,SD-219870,38,"Atrazine, total",0.05,NA,NC4,1,337264-AE,45.54144,-100.4858,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OAHLK1196DW,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OAHLK1196DW81608300010L,NA,Atrazine,0.05,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,45.54144,-100.4858,1
5584,2005-08-16,IN-27482,38,"Atrazine, total",0.18,NA,NC4,0.9144000000000001,5584-AB,41.746439,-84.807457,USGS-MI,SPECIFIED,USGS-414447084482701,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00501868,NA,Atrazine,0.18,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.746438499999996,-84.8074574,1
344794,2005-08-17,SD-296618,38,"Atrazine, total",0.08,NA,NC4,1,344794-AA,44.03933,-99.44859,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BBDLK0987A,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BBDLK0987A81710000010L,NA,Atrazine,0.08,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,44.03933,-99.44859,1
345199,2005-08-17,SD-391762,38,"Atrazine, total",0.09,NA,NC4,1,345199-AA,43.06908,-98.55842,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-FTRLK0880A,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-FTRLK0880A81713000010L,NA,Atrazine,0.09,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,43.06908,-98.55842,1
355722,2005-08-17,SD-356178,38,"Atrazine, total",0.08,NA,NC4,1,355722-AA,42.86956,-97.49648,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-GPTLK0811A,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-GPTLK0811A81715000010L,NA,Atrazine,0.08,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,42.86956,-97.49648,1
343492,2005-08-17,SD-368471,38,"Atrazine, total",0.06,NA,NC4,2,343492-AA,44.46267,-100.4218,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OAHLK1073A,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OAHLK1073A81707300020L,NA,Atrazine,0.06,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,44.46267,-100.4218,1
1354,2005-08-17,MI-1977923,38,"Atrazine, total",0.37,NA,NC4,0.9144000000000001,1354-AA,41.896714,-84.768849,USGS-MI,SPECIFIED,USGS-415348084460801,USGS Michigan Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwismi.01.00503012,NA,Atrazine,0.370,ug/l,NA,1,NA,NA,1,NA,NA,65150,NA,NA NA,NA,NA,41.8967144,-84.7688488,1
320269,2005-08-22,MT-292979,38,"Atrazine, total",0.05,NA,NC4,2,320269-AG,47.99533,-106.4239,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-FTPLK1772A,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-FTPLK1772A82218000020L,NA,Atrazine,0.05,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,47.99533,-106.4239,1
332619,2005-08-24,ND-550923,38,"Atrazine, total",0.05,NA,NC4,2,332619-CP,47.50753,-101.4202,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-GARLK1390A,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-GARLK1390A82414500020L,NA,Atrazine,0.05,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,47.50753,-101.4202,1
121221,2005-08-30,NE-222767,38,"Atrazine, total",0.72,NA,NC4,0.1,121221-AC,41.2187,-96.1658,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKML183009300001L,NA,Atrazine,0.72,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.2187,-96.1658,1
121221,2005-08-30,NE-230367,38,"Atrazine, total",0.68,NA,NC4,0.1,121221-AA,41.21886,-96.16155,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKND183009300001L,NA,Atrazine,0.68,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.21886,-96.16155,1
121221,2005-08-30,NE-229499,38,"Atrazine, total",0.68,NA,NC4,0.1,121221-AB,41.22131,-96.17809,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKUP1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKUP183009300001L,NA,Atrazine,0.68,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.22131,-96.17809,1
99482,2005-08-30,NE-240747,38,"Atrazine, total",1.12,NA,NC4,0.1,99482-AC,41.35064,-96.05492,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-GCRLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-GCRLKML183007000001L,NA,Atrazine,1.12,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.35064,-96.05492,1
99482,2005-08-30,NE-215734,38,"Atrazine, total",1.1,NA,NC4,0.1,99482-AB,41.33983,-96.05258,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-GCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-GCRLKND183007000001L,NA,Atrazine,1.1,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.33983,-96.05258,1
31964,2005-08-30,NE-230579,38,"Atrazine, total",0.34,NA,NC4,0.1,31964-AA,41.3148,-96.1238,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STBLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STBLKND183008300001L,NA,Atrazine,0.34,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.3148,-96.1238,1
139439,2005-08-30,NE-266198,38,"Atrazine, total",3.87,NA,NC4,0.1,139439-AB,41.13989,-96.06803,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WCRLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WCRLKML183012000001L,NA,Atrazine,3.87,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.13989,-96.06803,1
139439,2005-08-30,NE-243083,38,"Atrazine, total",3.44,NA,NC4,0.1,139439-AA,41.14286,-96.06803,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WCRLKND183012000001L,NA,Atrazine,3.44,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.14286,-96.06803,1
20376,2005-08-30,NE-237718,38,"Atrazine, total",1.94,NA,NC4,0.1,20376-AB,41.16431,-96.15183,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WEHLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WEHLKML183011000001L,NA,Atrazine,1.94,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.16431,-96.15183,1
20376,2005-08-30,NE-223805,38,"Atrazine, total",1.62,NA,NC4,0.1,20376-AA,41.1715,-96.15019,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-WEHLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-WEHLKND183011000001L,NA,Atrazine,1.62,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.1715,-96.15019,1
362855,2005-08-31,NE-250874,38,"Atrazine, total",2.62,NA,NC4,0.1,362855-AF,40.97922,-96.86922,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKMLN1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKMLN183108300001L,NA,Atrazine,2.62,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.97922,-96.86922,1
362855,2005-08-31,NE-248741,38,"Atrazine, total",2.57,NA,NC4,0.1,362855-AG,40.96656,-96.87964,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKMLS1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKMLS183108300001L,NA,Atrazine,2.57,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.96656,-96.87964,1
362855,2005-08-31,NE-221488,38,"Atrazine, total",2.14,NA,NC4,0.1,362855-AC,40.97342,-96.85392,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BOKLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BOKLKND183108300001L,NA,Atrazine,2.14,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.97342,-96.85392,1
361694,2005-08-31,NE-227981,38,"Atrazine, total",1.6,NA,NC4,0.1,361694-AB,40.76547,-96.85222,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-CONLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-CONLKML183111000001L,NA,Atrazine,1.6,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.76547,-96.85222,1
361694,2005-08-31,NE-261340,38,"Atrazine, total",1.97,NA,NC4,0.1,361694-AC,40.76542,-96.84714,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-CONLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-CONLKND183111000001L,NA,Atrazine,1.97,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.76542,-96.84714,1
363219,2005-08-31,NE-217651,38,"Atrazine, total",2.7,NA,NC4,0.1,363219-AA,40.82586,-96.94511,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-ETNLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-ETNLKND183112000001L,NA,Atrazine,2.7,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.82586,-96.94511,1
361755,2005-08-31,NE-252248,38,"Atrazine, total",1.54,NA,NC4,0.1,361755-AD,40.84825,-96.87453,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-PAWLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-PAWLKML183110000001L,NA,Atrazine,1.54,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.84825,-96.87453,1
361755,2005-08-31,NE-257485,38,"Atrazine, total",1.67,NA,NC4,0.1,361755-AC,40.83933,-96.86872,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-PAWLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-PAWLKND183110000001L,NA,Atrazine,1.67,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.83933,-96.86872,1
362778,2005-09-01,NE-211310,38,"Atrazine, total",3.78,NA,NC4,0.1,362778-AB,40.63433,-96.79567,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BLULKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BLULKML190110000001L,NA,Atrazine,3.78,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.63433,-96.79567,1
362778,2005-09-01,NE-230352,38,"Atrazine, total",1.95,NA,NC4,0.1,362778-AC,40.62858,-96.79128,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BLULKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BLULKND190110000001L,NA,Atrazine,1.95,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.62858,-96.79128,1
363003,2005-09-01,NE-276602,38,"Atrazine, total",2.04,NA,NC4,0.1,363003-AA,40.58103,-96.8447,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OCRLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OCRLKML190109000001L,NA,Atrazine,2.04,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.58103,-96.8447,1
363003,2005-09-01,NE-210700,38,"Atrazine, total",1.63,NA,NC4,0.1,363003-AB,40.58467,-96.84658,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OCRLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OCRLKND190109000001L,NA,Atrazine,1.63,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.58467,-96.84658,1
362582,2005-09-01,NE-274931,38,"Atrazine, total",3.11,NA,NC4,0.1,362582-AC,40.60144,-96.64064,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STGLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STGLKML190111000001L,NA,Atrazine,3.11,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.60144,-96.64064,1
362582,2005-09-01,NE-275355,38,"Atrazine, total",2.81,NA,NC4,0.1,362582-AA,40.60439,-96.63756,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-STGLKND1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-STGLKND190111000001L,NA,Atrazine,2.81,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,40.60439,-96.63756,1
343492,2005-09-13,SD-373256,38,"Atrazine, total",0.07,NA,NC4,1,343492-AD,44.77092,-100.7173,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OAHLK1110DW,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OAHLK1110DW91316000010L,NA,Atrazine,0.07,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,44.77092,-100.7173,1
343492,2005-09-13,SD-329110,38,"Atrazine, total",0.05,NA,NC4,1,343492-AB,45.03092,-100.3932,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OAHLK1153DW,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OAHLK1153DW91312000010L,NA,Atrazine,0.05,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,45.03092,-100.3932,1
337264,2005-09-13,SD-251669,38,"Atrazine, total",0.05,NA,NC4,1,337264-AE,45.54144,-100.4858,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OAHLK1196DW,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OAHLK1196DW91308000010L,NA,Atrazine,0.05,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,45.54144,-100.4858,1
344794,2005-09-14,SD-341688,38,"Atrazine, total",0.06,NA,NC4,1,344794-AA,44.03933,-99.44859,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-BBDLK0987A,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-BBDLK0987A91410300010L,NA,Atrazine,0.06,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,44.03933,-99.44859,1
345199,2005-09-14,SD-240622,38,"Atrazine, total",0.06,NA,NC4,1,345199-AA,43.06908,-98.55842,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-FTRLK0880A,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-FTRLK0880A91413300010L,NA,Atrazine,0.06,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,43.06908,-98.55842,1
355722,2005-09-14,SD-273377,38,"Atrazine, total",0.11,NA,NC4,1,355722-AA,42.86956,-97.49648,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-GPTLK0811A,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-GPTLK0811A91416000010L,NA,Atrazine,0.11,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,42.86956,-97.49648,1
343492,2005-09-14,SD-196457,38,"Atrazine, total",0.05,NA,NC4,2,343492-AA,44.46267,-100.4218,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-OAHLK1073A,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-OAHLK1073A91407000020L,NA,Atrazine,0.05,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,44.46267,-100.4218,1
320269,2005-09-20,MT-299410,38,"Atrazine, total",0.05,NA,NC4,2,320269-AG,47.99533,-106.4239,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-FTPLK1772A,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-FTPLK1772A92015200020L,NA,Atrazine,0.05,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,47.99533,-106.4239,1
121221,2006-05-01,NE-284778,38,"Atrazine, total",2.2,NA,NC4,0.1,121221-AC,41.2187,-96.1658,COEOMAHA_WQX,SPECIFIED,COEOMAHA_WQX-EZRLKML1,US Army Corps of Engineers Omaha District,NA,COEOMAHA_WQX-EZRLKML150109450001L,NA,Atrazine,2.2,ug/l,NA,1,NA,NA,1,NA,NA,NA,NA,COEOMAHA_WQX ELISA,Immuno Assay - Pesticide Scan,NA,41.2187,-96.1658,1
