Obs_Id,lagoslakeid,sampledate,ActivityConductingOrganizationText,OrganizationFormalName,CharacteristicName,source_parameter,ResultMeasureValue,source_value,source_unit,Conversion,DetectionQuantitationLimitMeasure.MeasureValue,Method_Id,MethodDescriptionText,ActivityCommentText,wqp_monitoringlocationname
AZ-151668,454129,2008-07-28,NA,Arizona Department Of Environmental Quality,E. coli-CFU,Escherichia coli,1300,1300,cfu/100ml,1,NA,21ARIZ_WQX FIELD,NA,NA,LAKE HAVASU - SOUTH ROTARY BEACH
MT-59899,319086,2008-08-08,MTDEQ,MDEQ_WQ_WQX - Montana DEQ WQPB,Conductivity,Specific conductance,11474,11474,umho/cm,1,NA,MDEQ_WQ_WQX UNKNOWN-MDEQ-WQ,NA,Lake Site Depth: 2.6 m,Bean Lake at mid-lake
MN-1189960,177,2008-08-18,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,41000,41,mg/l,1000,NA,USEPA 351.2,https://www.nemi.gov/methods/method_summary/9626/,NA,PEAVEY
VA-279744,148345,2008-08-21,DEQ,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Conductivity,Specific conductance,17500,17500,uS/cm,1,NA,USEPA 120.1,https://www.nemi.gov/methods/method_summary/5210/,NA,LONE START LAKE G STA1 MIDLAKE 100 M.FR.
NE-242886,362778,2008-08-22,NA,US Army Corps of Engineers Omaha District,"Mercury, total",Mercury,33000,33,ug/l,1000,NA,USEPA 245.1,https://www.nemi.gov/methods/method_summary/4821/,NA,BLULKND1
NE-274865,363003,2008-08-22,NA,US Army Corps of Engineers Omaha District,"Selenium, total",Selenium,31,31,ug/l,1,NA,USEPA 200.8(W),https://www.nemi.gov/methods/method_summary/4665/,NA,OCRLKND1
MN-3321783,75275,2008-08-25,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Chlorophyll a,"Chlorophyll a, corrected for pheophytin",3600,3600,ug/l,1,NA,ASTM (1987) D3731,NA,NA,S. SCHOOL SECTION
MN-1497311,177,2008-09-03,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,43200,43.2,mg/l,1000,NA,USEPA 351.2,https://www.nemi.gov/methods/method_summary/9626/,NA,PEAVEY
NH-157853,69473,2008-09-08,NA,New Hampshire Department Of Environmental Services (BEACH),E. coli,Escherichia coli,1500,1500,#/100ml,1,NA,USEPA 1103.1,NA,NA,FRESH CK AT GULF ROAD
MN-82984,2161,2008-09-10,U.S. National Park Service,USGS Minnesota Water Science Center,"Phosphorus, total dissolved",Phosphorus,709,0.709,mg/l as P,1000,NA,"NA NA",NA,NA,KABETOGAMA L IN LOST BAY NR RAY MN
MT-56871,459575,2008-09-15,MTDEQ,MDEQ_WQ_WQX - Montana DEQ WQPB,"Solids, total suspended",Total dissolved solids,832,832,mg/l,1,1,APHA 2540-C,https://www.nemi.gov/methods/method_summary/9818/,"5048-W - Samples collected at 0, 1.5, 3, 4.5, 6, 7.5, and 9 m. - FRANK LAKE Lake Site Depth: 9.7 m",Frank Lake at mid-lake
MN-1640204,177,2008-09-16,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,43200,43.2,mg/l,1000,NA,USEPA 351.2,https://www.nemi.gov/methods/method_summary/9626/,NA,PEAVEY
MT-58356,319086,2008-09-17,MTDEQ,MDEQ_WQ_WQX - Montana DEQ WQPB,Conductivity,Specific conductance,11911,11911,umho/cm,1,NA,MDEQ_WQ_WQX UNKNOWN-MDEQ-WQ,NA,Lake Site Depth: 2.6 m,Bean Lake at mid-lake
VA-468778,148345,2008-09-24,DEQ,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Conductivity,Specific conductance,23180,23180,uS/cm,1,NA,USEPA 120.1,https://www.nemi.gov/methods/method_summary/5210/,NA,LONE START LAKE G STA1 MIDLAKE 100 M.FR.
MN-1499189,177,2008-09-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,32800,32.8,mg/l,1000,NA,USEPA 351.2,https://www.nemi.gov/methods/method_summary/9626/,NA,PEAVEY
MN-1178202,177,2008-10-14,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,33300,33.3,mg/l,1000,NA,USEPA 351.2,https://www.nemi.gov/methods/method_summary/9626/,NA,PEAVEY
VA-413219,148345,2008-10-22,DEQ,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Conductivity,Specific conductance,24020,24020,uS/cm,1,NA,USEPA 120.1,https://www.nemi.gov/methods/method_summary/5210/,NA,LONE START LAKE G STA1 MIDLAKE 100 M.FR.
FL-2864388,194329,2008-11-25,21FLCOLL,Collier County Pollution Control (Florida),"Phosphorus, soluble reactive orthophosphate",Orthophosphate,2029.9999999999998,2.03,mg/l,1000,100,APHA 4500-P-E,https://www.nemi.gov/methods/method_summary/7436/,NA,LKTRAF1
FL-1554845,194329,2008-11-25,21FLCOLL,Collier County Pollution Control (Florida),"Phosphorus, soluble reactive orthophosphate",Orthophosphate,2020,2.02,mg/l,1000,100,APHA 4500-P-E,https://www.nemi.gov/methods/method_summary/7436/,NA,LKTRAF2
FL-1741290,194329,2008-11-25,21FLCOLL,Collier County Pollution Control (Florida),"Phosphorus, soluble reactive orthophosphate",Orthophosphate,2060,2.06,mg/l,1000,100,APHA 4500-P-E,https://www.nemi.gov/methods/method_summary/7436/,NA,LKTRAF3
FL-1687727,194329,2008-11-25,21FLCOLL,Collier County Pollution Control (Florida),"Phosphorus, soluble reactive orthophosphate",Orthophosphate,2020,2.02,mg/l,1000,100,APHA 4500-P-E,https://www.nemi.gov/methods/method_summary/7436/,NA,LKTRAF4
FL-962059,194329,2008-11-25,21FLCOLL,Collier County Pollution Control (Florida),"Phosphorus, soluble reactive orthophosphate",Orthophosphate,2035.0000000000002,2.035,mg/l,1000,100,APHA 4500-P-E,https://www.nemi.gov/methods/method_summary/7436/,NA,LKTRAF5
FL-2698252,194329,2008-11-25,21FLCOLL,Collier County Pollution Control (Florida),"Phosphorus, soluble reactive orthophosphate",Orthophosphate,2045,2.045,mg/l,1000,100,APHA 4500-P-E,https://www.nemi.gov/methods/method_summary/7436/,NA,LKTRAF6
FL-738448,194329,2008-11-25,21FLCOLL,Collier County Pollution Control (Florida),"Phosphorus, soluble reactive orthophosphate",Orthophosphate,2045,2.045,mg/l,1000,100,APHA 4500-P-E,https://www.nemi.gov/methods/method_summary/7436/,NA,LKTRAF7
FL-1098814,194329,2008-11-25,21FLCOLL,Collier County Pollution Control (Florida),"Phosphorus, soluble reactive orthophosphate",Orthophosphate,2060,2.06,mg/l,1000,100,APHA 4500-P-E,https://www.nemi.gov/methods/method_summary/7436/,NA,LKTRAF8
ID-224318,460180,2008-12-02,NA,Coeur D'Alene Tribe,"Phosphorus, soluble reactive orthophosphate",Phosphorus,5000,5,ug/l,1000,NA,USEPA 365.4,https://www.nemi.gov/methods/method_summary/5313/,NA,Chatcolet Lake - 0.4 miles northwest of Rocky Point (USGS site 472120116451000)
ID-207620,460180,2008-12-02,NA,Coeur D'Alene Tribe,"Phosphorus, soluble reactive orthophosphate",Phosphorus,5000,5,ug/l,1000,NA,USEPA 365.4,https://www.nemi.gov/methods/method_summary/5313/,NA,Chatcolet Lake - 0.4 miles northwest of Rocky Point (USGS site 472120116451000)
MI-1444819,41892,2009-01-23,NA,"Bay Mills Indian Community, Michigan (Tribal)",Turbidity,Turbidity,429,429,NTU,1,0,USEPA 180.1,https://www.nemi.gov/methods/method_summary/5217/,NA,South Pond
FL-909322,207734,2009-02-11,21FLSWFD,Southwest Florida Water Management District,Chlorophyll a,"Chlorophyll a, corrected for pheophytin",1900.5,1900.50,ug/l,1,4,APHA 10200-H,NA,NA,EFFIE
NJ-91106,910,2009-03-18,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,4670,4.67,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Rhodo Lake - 1
NJ-93092,910,2009-03-18,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,6750,6.75,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Rhodo Lake - 2
NJ-63535,3833,2009-03-18,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,8380,8.38,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Silver Lake - 1
NJ-65157,3833,2009-03-18,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,8189.999999999999,8.19,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Silver Lake - 2
NJ-40937,1238,2009-03-24,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,7240,7.24,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Lake Fred - 1
NJ-40768,1238,2009-03-24,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,9220,9.22,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Lake Fred - 2
NJ-93491,3230,2009-03-24,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,2660,2.66,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Atco Lake - 1
NJ-69891,3789,2009-03-31,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,7230,7.23,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Amphibious Lake - 1
NJ-69914,3789,2009-03-31,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,6840,6.84,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Amphibious Lake - 2
NJ-70003,2933,2009-03-31,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3210,3.21,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Little Pine Lake - 1
NJ-69691,2933,2009-03-31,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3290,3.29,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Little Pine Lake - 2
NJ-41461,498,2009-04-01,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,1850,1.85,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Albert Lake - 1
NJ-40748,498,2009-04-01,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,1980,1.98,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Albert Lake - 2
NJ-66478,713,2009-04-01,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3260,3.26,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Cains Mill Lake - 1
NJ-66514,713,2009-04-01,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3780,3.78,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Cains Mill Lake - 2
NJ-41415,713,2009-04-01,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3160,3.16,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Cains Mill Lake - 3
NJ-66015,4114,2009-04-07,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,19440,19.44,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Lummis Mill Pond - 1
NJ-93456,57,2009-04-08,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,8600,8.6,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Laurel Lake - 1
NJ-93457,57,2009-04-08,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,12870,12.87,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Laurel Lake - 2
NJ-66546,2807,2009-04-08,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3630,3.63,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Harrisonville Lake - 1
NJ-66501,2807,2009-04-08,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3100,3.1,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Harrisonville Lake - 2
NJ-59805,1175,2009-04-16,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3820,3.82,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Lake Takanassee - 1
NJ-75236,4807,2009-04-16,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3150,3.15,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Carasaljo  Lake - 1
NJ-77992,4807,2009-04-16,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,2080,2.08,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Carasaljo  Lake - 2
NJ-75565,4807,2009-04-16,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3520,3.52,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Carasaljo  Lake - 3
NJ-43788,4184,2009-04-23,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,1860,1.86,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,George Lake - 1
NJ-45662,994,2009-04-23,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3390,3.39,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Mount Hope Pond - 1
NJ-37271,1945,2009-04-28,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,14170,14.17,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Allamuchy Pond - 1
NJ-35292,1945,2009-04-28,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,10870,10.87,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Allamuchy Pond - 1
NJ-34964,1945,2009-04-28,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,16490,16.49,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Allamuchy Pond - 2
NJ-43193,2522,2009-05-06,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,10300,10.3,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Girl Scout Pond - 1
NJ-1379,3136,2009-05-06,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,14170,14.17,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Amwell Lake - 1
NJ-46069,3282,2009-05-06,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,4550,4.55,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Ames Lake - 1
NJ-43808,3282,2009-05-06,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3980,3.98,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Ames Lake - 2
NJ-90454,2989,2009-05-08,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,11290,11.29,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Bloodgood's Pond - 1
NJ-38057,2764,2009-05-11,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,4830,4.83,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Glovers Pond - 1
NJ-37200,2764,2009-05-11,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3920,3.92,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Glovers Pond - 2
NJ-37888,1659,2009-05-12,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,5550,5.55,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Alphano Pond - 1
WI-108923,4909,2009-05-12,WIDNR_WQX,Wisconsin Department of Natural Resources,Secchi,"Depth, Secchi disk depth",275.844,905,ft,0.3048,NA,"NA NA",NA,NA,Annabelle Lake - Deep Hole
NJ-22365,1149,2009-05-13,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,11480,11.48,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Heaters Pond - 1
NJ-22170,1149,2009-05-13,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,9880,9.88,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Heaters Pond - 2
NJ-10434,1149,2009-05-13,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,14940,14.94,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Heaters Pond - 3
NJ-21959,3124,2009-05-13,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,7270,7.27,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Lake Tamarack - 1
NJ-10050,3124,2009-05-13,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,8880,8.88,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Lake Tamarack - 2
NJ-22725,2997,2009-05-15,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,9090,9.09,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Heritage Lakes - 1
NJ-22367,2997,2009-05-15,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,2870,2.87,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Heritage Lakes - 1
NJ-79979,1367,2009-05-18,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3350,3.35,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Wonder Lake - 1
NJ-12663,2886,2009-05-19,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,6780,6.78,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Stag Pond - 1
NJ-10897,2886,2009-05-19,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,12690,12.69,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Stag Pond - 1
NJ-23078,2886,2009-05-19,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,5100,5.1,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Stag Pond - 2
NJ-10816,4437,2009-05-19,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,12680,12.68,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Panther Lake - 1
NJ-14232,4437,2009-05-19,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,8220,8.22,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Panther Lake - 2
NJ-89201,1829,2009-05-20,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,7130,7.13,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Scarlet Oak Pond - 1
NJ-89835,1829,2009-05-20,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,6990,6.99,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Scarlet Oak Pond - 1
NJ-80119,1124,2009-05-20,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,5620,5.62,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Sheppard Pond - 1
NJ-81177,1124,2009-05-20,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,6150,6.15,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Sheppard Pond - 2
NJ-79065,1124,2009-05-20,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,8850,8.85,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Sheppard Pond - 2
NJ-84315,2081,2009-05-26,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,2880,2.88,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Algonquian Waters Lake - 1
NJ-80321,2081,2009-05-26,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,2430,2.43,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Algonquian Waters Lake - 2
NJ-25078,53,2009-05-26,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,2720,2.72,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Wawayanda Lake - 1
NJ-10542,53,2009-05-26,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,2630,2.63,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Wawayanda Lake - 1
NJ-10220,53,2009-05-26,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3200,3.2,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Wawayanda Lake - 2
NJ-10536,53,2009-05-26,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,1800,1.8,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Wawayanda Lake - 2
VA-330168,259267,2009-05-28,DEQ,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,E. coli-CFU,Escherichia coli,2000,2000,cfu/100ml,1,NA,USEPA 1103.1,NA,NA,Shop Eez boat ramp off Rt. 672
NJ-23186,3306,2009-06-01,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,9230,9.23,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Culvers Lake - 1
NJ-11009,3306,2009-06-01,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,12660,12.66,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Culvers Lake - 2
NJ-23452,3306,2009-06-01,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,3630,3.63,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Culvers Lake - 2
NJ-10252,3306,2009-06-01,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,11780,11.78,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Culvers Lake - 3
NJ-10279,3306,2009-06-01,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,1720,1.72,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Culvers Lake - 3
NJ-86558,3460,2009-06-02,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,15510,15.51,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Upper Greenwood Lake - 1
NJ-80677,3460,2009-06-02,New Jersey Department of Environmental Protection,NJDEP Bureau of Freshwater and Biological Monitoring,Chlorophyll a,Chlorophyll a,7100,7.1,ppm,1000,NA,USEPA 445.0,https://www.nemi.gov/methods/method_summary/7222/,NA,Upper Greenwood Lake - 2
