PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,SAMPLE_TYPE,NOT_COLLECTED,LAB,MATRIX,SAM_CODE,ANALYTE,BATCH_ID,SAMPLE_ID,E_COLI_PRESENT,E_COLI_RESULT,TOTAL_COLIFORMS_RESULT,LRL,MDL,UNITS,E_COLI_NARS_FLAG,TOTAL_COLIFORMS_NARS_FLAG,E_COLI_IM_COMMENT,TOTAL_COLIFORMS_IM_COMMENT,E_COLI_RPD,TOTAL_COLIFORMS_RPD,LG_WELLS_FLUOR,LG_WELLS_POS,SM_WELLS_FLUOR,SM_WELLS_POS,DATE_RECEIVED,ARRIVAL_TEMP,COND_COMMENT,CONDITION_CODE,INCUBATION_START_DATE,INCUBATION_START_TIME,DATE_ANALYZED,FINAL_TEMP,HOLDING_TIME,ANALYST,INSTRUMENT,METHOD,REAGENT_LOT_NO,REVIEWER,TIME_COUNTED,QC_COMMENT,HQ_NOTES
4/28/2021,2010800,NLA17_ND-HP001,8/23/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0064,874504,P,2,488.4,2419.6,1,MPN/100 ml,,,,,,,1,49,1,26,24-Aug-17,1.4,,OK,24-Aug-17,12:20,25-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:12,,
4/28/2021,2010801,NLA17_GA-10004,8/23/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0064,877084,A,,387.3,2419.6,1,MPN/100 ml,ND,,,,,,0,49,0,22,24-Aug-17,1.5,,OK,24-Aug-17,12:20,25-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:12,,
4/28/2021,2010802,NLA17_TX-10089,8/23/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0064,872674,A,,2419.6,2419.6,1,MPN/100 ml,ND,Q,,,,,0,49,0,48,24-Aug-17,1,,OK,24-Aug-17,12:20,25-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:12,,
4/28/2021,2010803,NLA17_WV-10015,8/23/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0066,859354,P,5.2,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,4,49,1,48,26-Aug-17,3,,OK,26-Aug-17,13:04,27-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:23,,Date Received not within 2 days of Date_Collected. Flagged with a condition code
4/28/2021,2010806,NLA17_WY-10050,8/23/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0065,873904,A,,2419.6,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,47,25-Aug-17,3.2,,OK,25-Aug-17,11:56,26-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:13,,
4/28/2021,2010807,NLA17_FL-10030,8/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0065,871504,P,4.1,435.2,2419.6,1,MPN/100 ml,,,,,,,4,49,0,24,25-Aug-17,0.7,,OK,25-Aug-17,11:56,26-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:13,,
4/28/2021,2010808,NLA17_AR-10022,8/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0065,874294,A,,1046.2,2419.6,1,MPN/100 ml,ND,,,,,,0,49,0,39,25-Aug-17,-1.7,,OK,25-Aug-17,11:56,26-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:13,,
4/28/2021,2010809,NLA17_MI-10092,8/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0065,864994,P,36.4,2419.6,2419.6,1,MPN/100 ml,,,,,,,25,49,2,47,25-Aug-17,-0.1,,OK,25-Aug-17,11:56,26-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:13,,
4/28/2021,2010810,NLA17_MN-10009,8/23/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0064,879004,P,45.7,325.5,2419.6,1,MPN/100 ml,,,,,,,28,49,4,19,24-Aug-17,2.6,,OK,24-Aug-17,12:20,25-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:12,,
4/28/2021,2010811,NLA17_MN-10188,8/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0065,878974,P,4.1,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,3,49,1,48,25-Aug-17,-0.7,,OK,25-Aug-17,11:56,26-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:13,,
4/28/2021,2010812,NLA17_WV-10017,8/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0066,839404,P,3.1,816.4,2419.6,1,MPN/100 ml,H,H,,,,,3,49,0,35,26-Aug-17,2.5,,OK,26-Aug-17,13:04,27-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:23,,
4/28/2021,2010813,NLA17_NV-10005,8/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0065,840094,A,,214.3,2419.6,1,MPN/100 ml,ND,,,,,,0,49,0,11,25-Aug-17,3.3,,OK,25-Aug-17,11:56,26-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:13,,
4/28/2021,2010814,NLA17_OR-10128,8/24/2017,2,BACT,Y,ODEQ,WATER,REGULAR,E_COLI,NONE,,,,,,1,MPN/100 ml,,,,,,,,,,,,,,,,,,,,,,SM 9223B,,,,,
4/28/2021,2010815,NLA17_OR-10132,8/23/2017,1,BACT,Y,ODEQ,WATER,REGULAR,E_COLI,NONE,,,,,,1,MPN/100 ml,ND,,,,,,,,,,,,,,,,,,,,,SM 9223B,,,,,
4/28/2021,2010816,NLA17_NY-10001,8/23/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0065,874414,A,,16,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,13,0,1,25-Aug-17,3,,OK,25-Aug-17,11:56,26-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:13,,
4/28/2021,2010817,NLA17_NY-10007,8/24/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0065,879964,A,,235.9,2419.6,1,MPN/100 ml,ND,,,,,,0,49,0,13,25-Aug-17,1.2,,OK,25-Aug-17,11:56,26-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:13,,
4/28/2021,2010818,NLA17_TN-10022,8/25/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0066,834514,P,1,1299.7,2419.6,1,MPN/100 ml,,,,,66.7,0,1,49,0,42,26-Aug-17,2.2,,OK,26-Aug-17,13:04,27-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:23,,
4/28/2021,2010819,NLA17_NY-10018,8/25/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0066,879994,P,80.9,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,40,49,3,48,26-Aug-17,2.2,,OK,26-Aug-17,13:04,27-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:23,,
4/28/2021,2010820,NLA17_MT-10030,8/27/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0067,867994,P,12.1,460.1,2419.6,1,MPN/100 ml,H,H,,,,,10,49,1,25,29-Aug-17,1.7,,OK,29-Aug-17,11:31,30-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:01,,
4/28/2021,2010821,NLA17_NY-HP001,8/27/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0067,872284,A,,365.4,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,21,29-Aug-17,2.6,,OK,29-Aug-17,11:31,30-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:01,,
4/28/2021,2010822,NLA17_WY-10009,8/23/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0066,876034,A,,,2419.6,1,MPN/100 ml,H;ND,H;ND,,,,,0,0,0,0,26-Aug-17,1.3,DATE_RECEIVED not within 2 days,Q,26-Aug-17,13:04,27-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:23,,Date Received not within 2 days of Date_Collected. Flagged with a condition code
4/28/2021,2010823,NLA17_WY-10020,8/27/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0067,873964,A,,5.2,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,5,0,0,29-Aug-17,2,,OK,29-Aug-17,11:31,30-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:01,,
4/28/2021,2010824,NLA17_WY-10031,8/27/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0067,877114,A,,1,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,1,0,0,29-Aug-17,2.1,,OK,29-Aug-17,11:31,30-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:01,,
4/28/2021,2010825,NLA17_TN-10023,8/28/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0067,880894,P,2,613.1,2419.6,1,MPN/100 ml,,,,,0,17,1,49,1,30,29-Aug-17,2.6,,OK,29-Aug-17,11:31,30-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:01,,
4/28/2021,2010826,NLA17_ND-10107,8/28/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0067,870334,P,8.5,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,7,49,1,48,29-Aug-17,1.6,,OK,29-Aug-17,11:31,30-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:01,,
4/28/2021,2010827,NLA17_MN-10180,8/28/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0068,878914,P,4.1,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,4,49,0,48,30-Aug-17,3.7,,OK,30-Aug-17,12:16,31-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:17,,
4/28/2021,2010828,NLA17_MT-10076,8/28/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0069,867844,A,,20.1,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,16,0,1,31-Aug-17,2.9,,OK,31-Aug-17,12:11,1-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,Date Received not within 2 days of Date_Collected. Flagged with a condition code
4/28/2021,2010829,NLA17_IN-10076,8/28/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0068,874654,P,2,1299.7,2419.6,1,MPN/100 ml,H,H,,,,,1,49,1,42,30-Aug-17,4.3,,W,30-Aug-17,12:16,31-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:17,,
4/28/2021,2010830,NLA17_MN-10017,8/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0069,878884,P,1,435.2,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,24,31-Aug-17,4.1,,W,31-Aug-17,12:11,1-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2010831,NLA17_OR-10006,8/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0069,869794,A,,344.8,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,20,31-Aug-17,0.8,,OK,31-Aug-17,12:11,1-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2010832,NLA17_OR-10088,8/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0069,869524,A,,488.4,2419.6,1,MPN/100 ml,H;ND,H,,,0,40,0,49,0,26,31-Aug-17,-0.2,,OK,31-Aug-17,12:11,1-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2010833,NLA17_SC-HP002,8/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0068,843364,P,1,109.2,2419.6,1,MPN/100 ml,,,,,,,1,45,0,3,30-Aug-17,1.8,,OK,30-Aug-17,12:16,31-Aug-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:17,,
4/28/2021,2010834,NLA17_WY-10019,8/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0069,875944,A,,14.5,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,11,0,2,31-Aug-17,3.8,,OK,31-Aug-17,12:11,1-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2010835,NLA17_OR-10029,8/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0069,869674,A,,,2419.6,1,MPN/100 ml,H;ND,H;ND,,,,,0,0,0,0,31-Aug-17,0.6,,OK,31-Aug-17,12:11,1-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2010836,NLA17_ND-10128,8/30/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,ND-10128,866434,,67.7,,2419.6,1,MPN/100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2021,2010837,NLA17_MO-10028,8/30/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0069,880744,P,1,613.1,2419.6,1,MPN/100 ml,,,,,,,1,49,0,30,31-Aug-17,4.3,,W,31-Aug-17,12:11,1-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2010838,NLA17_NY-10005,8/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0069,859744,A,,648.8,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,31,31-Aug-17,-0.7,,OK,31-Aug-17,12:11,1-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2010839,NLA17_NY-10014,8/30/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0069,872314,P,18.9,686.7,2419.6,1,MPN/100 ml,,,,,,,16,49,0,32,31-Aug-17,1.4,,OK,31-Aug-17,12:11,1-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:08,,
4/28/2021,2010840,NLA17_MT-10002,8/30/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0070,867964,A,,53.9,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,34,0,0,1-Sep-17,1.6,,OK,1-Sep-17,11:54,2-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:00,,
4/28/2021,2010841,NLA17_CT-10005,8/31/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0070,881074,P,3.1,1299.7,2419.6,1,MPN/100 ml,,,,,,,3,49,0,42,1-Sep-17,-0.1,,OK,1-Sep-17,11:54,2-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:00,,
4/28/2021,2010842,NLA17_MO-10001,8/31/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0070,876454,P,1,1986.3,2419.6,1,MPN/100 ml,,,,,,,1,49,0,46,1-Sep-17,1.9,,OK,1-Sep-17,11:54,2-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:00,,
4/28/2021,2010843,NLA17_MT-10015,8/31/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0071,882424,A,,1,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,1,0,0,2-Sep-17,0.7,,OK,2-Sep-17,11:45,3-Sep-17,35,,ns,Model 2X Sealer,IDEXX,LM206C,ES,12:03,,
4/28/2021,2010844,NLA17_MI-10133,8/31/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0070,865084,A,,48,2419.6,1,MPN/100 ml,ND,,,,,,0,29,0,4,1-Sep-17,2.2,,OK,1-Sep-17,11:54,2-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:00,,
4/28/2021,2010845,NLA17_WY-10006,8/30/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0070,875974,P,1,727,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,33,1-Sep-17,-0.1,,OK,1-Sep-17,11:54,2-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:00,,
4/28/2021,2010846,NLA17_IN-10096,8/30/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0070,874624,P,6.3,920.8,2419.6,1,MPN/100 ml,H,H,,,,,6,49,0,37,1-Sep-17,2.7,,OK,1-Sep-17,11:54,2-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:00,,
4/28/2021,2010847,NLA17_MN-10030,8/30/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0070,875374,P,1,75.9,2419.6,1,MPN/100 ml,H,H,,,,,1,36,0,8,1-Sep-17,1.5,,OK,1-Sep-17,11:54,2-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:00,,
4/28/2021,2010848,NLA17_NE-10070,8/30/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0071,867094,A,,816.4,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,35,2-Sep-17,3.2,DATE_RECEIVED not within 2 days,Q,2-Sep-17,11:45,3-Sep-17,35,,ns,Model 2X Sealer,IDEXX,LM206C,ES,12:03,,Used an underscore instead of a dash in Site_ID name; Date Received not within 2 days of Date_Collected.  Corrected and Flagged with a condition code
4/28/2021,2010849,NLA17_MT-10012,9/4/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0072,867784,A,,3.1,2419.6,1,MPN/100 ml,H;ND,H,,,0,104,0,3,0,0,6-Sep-17,1.6,,OK,6-Sep-17,11:13,7-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,11:17,,
4/28/2021,2010850,NLA17_MT-10101,9/1/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0071,877144,A,,16.1,2419.6,1,MPN/100 ml,ND,,,,,,0,14,0,0,2-Sep-17,3.2,,OK,2-Sep-17,11:45,3-Sep-17,35,,ns,Model 2X Sealer,IDEXX,LM206C,ES,12:03,,
4/28/2021,2010851,NLA17_MT-10104,9/4/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0073,877174,P,1,172.5,2419.6,1,MPN/100 ml,H,H,,,,,1,46,0,15,7-Sep-17,4.7,DATE_RECEIVED not within 2 days,"W, Q",7-Sep-17,12:33,8-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:52,,Date Received not within 2 days of Date_Collected. Flagged with a condition code
4/28/2021,2010852,NLA17_NY-10017,9/4/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0073,879904,P,52,290.9,2419.6,1,MPN/100 ml,H,H,,,,,30,49,5,17,7-Sep-17,4.3,,W,7-Sep-17,12:33,8-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:52,,Date Received not within 2 days of Date_Collected. Flagged with a condition code
4/28/2021,2010853,NLA17_IA-10039,9/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0073,881164,A,,2419.6,2419.6,1,MPN/100 ml,H;ND,H;Q,,,,,0,49,0,48,7-Sep-17,4.7,,W,7-Sep-17,12:33,8-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:52,,
4/28/2021,2010854,NLA17_MS-10001,9/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0073,881704,A,,1553.1,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,44,7-Sep-17,3.7,,OK,7-Sep-17,12:33,8-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:52,,
4/28/2021,2010855,NLA17_CA-10004,9/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0074,873664,A,,5.2,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,5,0,0,7-Sep-17,1.5,,OK,8-Sep-17,12:12,9-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:35,,
4/28/2021,2010856,NLA17_DE-10011,9/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0073,837124,A,,488.4,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,26,7-Sep-17,2.6,,OK,7-Sep-17,12:33,8-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:52,,
4/28/2021,2010857,NLA17_CT-10019,9/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0073,881044,P,1,1413.6,2419.6,1,MPN/100 ml,,,,,,,0,49,1,43,7-Sep-17,3.2,,OK,7-Sep-17,12:33,8-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:52,,
4/28/2021,2010858,NLA17_MT-10084,9/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0074,881944,P,1,191.8,2419.6,1,MPN/100 ml,H,H,,,66,4.8,1,47,0,15,7-Sep-17,1.5,,OK,8-Sep-17,12:12,9-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:35,,
4/28/2021,2010859,NLA17_MT-10120,9/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0074,882034,A,,1299.7,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,42,7-Sep-17,1.8,,OK,8-Sep-17,12:12,9-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:35,,
4/28/2021,2010860,NLA17_AL-HP001,9/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0073,871144,P,33.6,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,22,49,4,48,7-Sep-17,1,,OK,7-Sep-17,12:33,8-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:52,,
4/28/2021,2010861,NLA17_CO-HP003,9/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0073,876574,P,5.2,90.8,2419.6,1,MPN/100 ml,,,,,,,5,40,0,7,7-Sep-17,3.1,,OK,7-Sep-17,12:33,8-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:52,,
4/28/2021,2010862,NLA17_ND-10110,9/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,ND-10110,870424,,4.1,,2419.6,1,MPN/100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2021,2010863,NLA17_AR-10003,9/6/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0073,874324,P,9.8,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,9,49,0,48,7-Sep-17,2.2,,OK,7-Sep-17,12:33,8-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:52,,
4/28/2021,2010864,NLA17_MS-10005,9/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0074,845284,P,10.9,1732.9,2419.6,1,MPN/100 ml,H,H,,,,,9,49,1,45,8-Sep-17,2.8,,OK,8-Sep-17,12:12,9-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:35,,
4/28/2021,2010865,NLA17_GA-10003,9/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0074,877054,P,7.5,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,7,49,0,48,7-Sep-17,2.4,,OK,8-Sep-17,12:12,9-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:35,,
4/28/2021,2010866,NLA17_OR-10123,9/6/2017,1,BACT,Y,ODEQ,WATER,REGULAR,E_COLI,NONE,,,,,,1,MPN/100 ml,,,,,,,,,,,,,,,,,,,,,,SM 9223B,,,,,
4/28/2021,2010867,NLA17_TX-10096,9/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0073,872794,A,,2419.6,2419.6,1,MPN/100 ml,ND,Q,,,,,0,49,0,48,7-Sep-17,2.8,,OK,7-Sep-17,12:33,8-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:52,,
4/28/2021,2010868,NLA17_UT-10001,9/6/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0074,871774,A,,133.3,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,46,0,7,8-Sep-17,1.6,,OK,8-Sep-17,12:12,9-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:35,,
4/28/2021,2010869,NLA17_OR-10180,9/5/2017,1,BACT,Y,ODEQ,WATER,REGULAR,E_COLI,NONE,,,,,,1,MPN/100 ml,,,,,,,,,,,,,,,,,,,,,,SM 9223B,,,,,
4/28/2021,2010870,NLA17_OK-10001,9/6/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0074,861544,A,,613.1,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,30,8-Sep-17,1.6,,OK,8-Sep-17,12:12,9-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:35,,
4/28/2021,2010871,NLA17_WY-10004,9/7/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0074,882394,,,,2419.6,1,MPN/100 ml,,,,,,,,,,,8-Sep-17,1.6,Large hole in sample container. Not enough sample volume to process.,V,,,,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,,Large hole in sample container. Not enough sample volume to process.,
4/28/2021,2010872,NLA17_MT-10102,9/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0074,882454,P,2,435.2,2419.6,1,MPN/100 ml,H,H,,,,,2,49,0,24,8-Sep-17,2.6,,OK,8-Sep-17,12:12,9-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:35,,
4/28/2021,2010873,NLA17_MS-10021,9/7/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0074,843694,P,17.3,920.8,2419.6,1,MPN/100 ml,,,,,,,14,49,1,37,8-Sep-17,2.8,,OK,8-Sep-17,12:12,9-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:35,,
4/28/2021,2010874,NLA17_IN-10013,9/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0073,876814,P,32.3,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,22,49,3,48,7-Sep-17,3.6,,OK,7-Sep-17,12:33,8-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:52,,
4/28/2021,2010875,NLA17_TX-10025,9/7/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0074,879724,P,3.1,1732.9,2419.6,1,MPN/100 ml,,,,,,,3,49,0,45,8-Sep-17,2.5,,OK,8-Sep-17,12:12,9-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:35,,
4/28/2021,2010876,NLA17_UT-10082,9/7/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0075,852784,A,,3,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,1,0,2,9-Sep-17,1.9,,OK,9-Sep-17,12:32,10-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:54,,
4/28/2021,2010877,NLA17_OK-10045,9/7/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0075,846754,A,,648.8,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,31,9-Sep-17,2.2,,OK,9-Sep-17,12:32,10-Sep-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:54,,
